Wavelength,IR,Red,Orange,Yellow,Green,Blue,Pink,UV
723.075,328.99,41.92,369.93,729,13.32,-7.4,8391.88,15.78
723.264,111.96,30.09,99.63,-137.12,36.99,-35.02,8228.13,67.08
723.454,364.5,132.68,448.84,4.93,25.15,16.28,8409.64,69.05
723.644,129.72,-46.86,121.34,111.47,31.07,-19.24,8299.15,19.73
723.833,204.69,55.74,239.71,446.87,-41.92,61.65,8628.63,51.3
724.023,544.04,211.6,523.81,-133.17,3.45,28.11,8109.75,112.46
724.213,459.2,217.52,573.14,103.58,78.42,-25.15,8291.26,71.03
724.402,368.45,138.6,310.74,419.25,33.05,32.06,7979.54,61.16
724.592,283.61,109,289.04,456.73,88.29,22.2,7959.81,39.46
724.782,336.88,93.22,245.63,-105.55,-39.95,22.2,7924.3,47.35
724.971,29.1,8.38,-22.69,-127.25,11.34,10.36,7865.11,19.73
725.161,242.18,-35.02,123.31,255.5,48.83,85.33,8137.37,33.54
725.35,-47.84,-78.42,-85.82,89.77,-61.65,20.22,7969.67,-9.86
725.54,597.31,225.41,553.41,156.85,84.34,26.14,7971.65,104.57
725.729,165.23,16.28,208.14,79.9,13.32,69.55,7705.3,80.89
725.919,674.25,258.95,590.89,871.05,11.34,-7.4,7837.49,110.48
726.108,354.64,59.68,273.25,403.47,119.86,10.36,7744.76,51.3
726.298,317.15,89.28,377.82,-117.39,-14.3,81.38,7551.41,108.51
726.487,165.23,201.73,279.17,547.49,38.97,36.01,7563.25,63.13
726.677,672.28,235.27,738.86,717.16,-47.84,30.09,7628.36,138.11
726.866,358.58,146.49,405.44,640.22,42.91,28.11,7748.7,49.32
727.056,297.42,138.6,356.11,-52.28,40.94,0.49,7577.06,114.43
727.245,384.23,49.82,460.68,176.58,36.99,51.79,7515.9,73
727.434,328.99,39.95,158.82,407.41,48.83,41.92,7502.09,65.11
727.624,163.26,47.84,146.98,342.3,40.94,34.03,7490.25,47.35
727.813,244.15,142.54,253.52,-16.77,11.34,18.25,7263.36,47.35
728.002,283.61,-3.45,247.6,-50.31,40.94,12.33,7326.5,122.32
728.192,291.5,128.73,214.06,348.22,3.45,10.36,7336.36,31.57
728.381,169.18,-1.48,-75.96,249.58,25.15,4.44,7431.06,63.13
728.57,113.94,-17.26,75.96,-125.28,5.43,16.28,7070.01,13.81
728.759,182.99,26.14,-4.93,42.42,-4.44,75.46,7162.74,29.59
728.949,486.82,134.65,458.71,490.27,1.48,69.55,7300.85,-27.62
729.138,293.47,53.76,354.14,531.71,42.91,67.57,7348.2,100.62
729.327,-67.57,-54.75,-223.93,-480.41,-61.65,22.2,7048.31,-49.32
729.516,374.36,130.71,383.74,326.52,70.53,-3.45,7342.28,136.13
729.705,167.21,77.44,91.74,4.93,-47.84,37.98,6961.5,65.11
729.895,334.91,30.09,294.95,417.28,76.45,45.87,7014.77,90.76
730.084,321.1,51.79,271.28,249.58,66.59,-76.45,7137.09,104.57
730.273,145.5,-84.34,190.39,137.12,5.43,77.44,6951.64,73
730.462,338.85,110.98,490.27,186.44,-10.36,-36.99,6945.72,102.59
730.651,447.36,253.03,577.08,407.41,76.45,-29.1,7030.56,106.54
730.84,291.5,0.49,162.77,66.09,7.4,-5.43,6671.48,19.73
731.029,398.04,154.38,482.38,146.98,11.34,-38.97,6981.23,118.38
731.218,161.29,26.14,77.93,131.2,7.4,65.6,6841.15,94.7
731.407,313.2,164.25,271.28,348.22,-28.11,36.01,6947.69,73
731.596,401.99,93.22,417.28,229.85,-4.44,110.98,6872.72,106.54
731.785,127.75,-80.4,24.66,-97.66,1.48,36.01,6831.29,-7.89
731.974,169.18,118.87,77.93,237.74,15.29,16.28,6507.73,45.38
732.163,248.1,37.98,251.55,383.74,33.05,-7.4,6505.75,88.78
732.352,271.77,-46.86,166.71,164.74,11.34,77.44,6464.32,59.19
732.541,376.34,91.25,188.42,188.42,-20.22,24.17,6616.24,74.97
732.73,305.31,32.06,263.39,316.66,60.67,-5.43,6527.46,53.27
732.919,425.66,112.95,362.03,701.38,25.15,-31.07,6610.32,65.11
733.108,196.8,83.36,125.28,-70.04,104.07,28.11,6661.62,102.59
733.296,390.15,41.92,354.14,267.33,15.29,89.28,6789.86,98.65
733.485,319.12,55.74,279.17,717.16,-36.01,-11.34,6416.97,74.97
733.674,212.58,77.44,206.17,117.39,-0.49,-3.45,6580.73,9.86
733.863,293.47,105.06,314.68,200.25,13.32,-19.24,6428.81,31.57
734.052,25.15,-35.02,42.42,-20.72,5.43,-9.37,6568.89,53.27
734.24,38.97,-21.21,-107.52,168.69,-73.49,47.84,6373.57,82.86
734.429,-59.68,-119.86,-133.17,-296.93,-20.22,6.41,6190.09,11.84
734.618,257.96,122.82,243.66,330.47,80.4,81.38,6300.57,55.24
734.807,1.48,-143.53,-158.82,-287.06,-63.63,-25.15,6148.65,1.97
734.995,218.5,71.52,214.06,-2.96,-12.33,73.49,6061.84,9.86
735.184,289.53,37.98,202.23,328.49,62.64,28.11,6251.25,106.54
735.373,449.34,182,350.2,170.66,19.24,6.41,6073.68,86.81
735.561,-4.44,-50.8,-131.2,-166.71,21.21,-46.86,6136.82,-53.27
735.75,463.15,142.54,381.76,308.76,9.37,77.44,6154.57,15.78
735.938,295.45,30.09,239.71,454.76,7.4,-31.07,5980.95,11.84
736.127,252.04,107.03,190.39,91.74,60.67,2.47,5961.22,71.03
736.316,115.91,152.41,107.52,190.39,3.45,-17.26,5888.23,-5.92
736.504,177.07,-27.13,52.28,-16.77,-12.33,59.68,5943.47,-31.57
736.693,441.44,251.06,494.22,792.13,36.99,132.68,6111.17,-17.76
736.881,109.99,-50.8,-133.17,-6.91,-49.82,28.11,5728.42,-55.24
737.07,352.66,87.3,200.25,91.74,3.45,32.06,5967.14,88.78
737.258,42.91,-44.88,-73.99,-99.63,-59.68,41.92,5602.15,15.78
737.447,480.9,126.76,490.27,594.84,-4.44,148.46,5854.69,37.49
737.635,202.72,-15.29,111.47,131.2,-4.44,-21.21,5793.53,1.97
737.824,585.47,142.54,358.09,184.47,7.4,30.09,5685.01,45.38
738.012,690.03,199.76,880.92,600.76,42.91,71.52,5850.74,102.59
738.2,429.61,148.46,296.93,537.62,15.29,114.92,5767.88,-17.76
738.389,569.69,187.92,630.35,506.06,50.8,26.14,5712.63,49.32
738.577,342.8,77.44,208.14,265.36,31.07,36.01,5645.56,15.78
738.766,321.1,-60.67,269.31,253.52,84.34,49.82,5560.72,65.11
738.954,204.69,45.87,79.9,200.25,27.13,71.52,5738.28,25.65
739.142,117.88,-27.13,-137.12,-257.47,-6.41,-36.99,5333.83,9.86
739.331,293.47,16.28,70.04,243.66,38.97,79.41,5436.42,23.68
739.519,338.85,43.9,143.04,391.63,-105.06,53.76,5564.66,-17.76
739.707,323.07,-1.48,204.2,346.25,31.07,-3.45,5296.35,35.51
739.895,214.56,59.68,42.42,-125.28,-79.41,83.36,5282.53,-15.78
740.084,226.39,107.03,154.88,438.98,52.78,-23.18,5436.42,39.46
740.272,384.23,120.84,283.12,385.71,1.48,28.11,5432.48,45.38
740.46,285.58,55.74,223.93,83.85,50.8,85.33,5250.97,45.38
740.648,119.86,71.52,-91.74,-190.39,-57.71,2.47,5266.75,-31.57
740.836,577.58,142.54,592.87,476.46,25.15,2.47,5655.42,144.02
741.025,90.26,36.01,-14.8,210.12,54.75,28.11,5061.57,-9.86
741.213,236.26,61.65,42.42,219.98,9.37,97.17,5166.13,37.49
741.401,155.37,-88.29,68.07,44.39,23.18,-21.21,5264.78,-29.59
741.589,546.01,187.92,478.44,164.74,38.97,67.57,5379.21,128.24
741.777,159.31,10.36,6.91,225.9,-37.98,-42.91,5166.13,43.4
741.965,295.45,47.84,200.25,202.23,52.78,-13.32,5154.29,-37.49
742.153,502.61,158.33,395.57,267.33,104.07,79.41,5327.91,41.43
742.341,220.48,-27.13,206.17,300.87,-10.36,103.09,5156.27,-7.89
742.529,88.29,-74.48,-133.17,-316.66,-2.47,-21.21,4909.65,-55.24
742.717,372.39,77.44,271.28,269.31,-18.25,-29.1,5126.67,82.86
742.905,109.99,-9.37,-6.91,-73.99,-75.46,-46.86,5041.84,-23.68
743.093,267.83,57.71,113.44,204.2,33.05,-11.34,5045.78,35.51
743.281,202.72,-7.4,113.44,271.28,-39.95,47.84,5130.62,5.92
743.469,218.5,126.76,145.01,310.74,82.37,75.46,4939.24,-1.97
743.657,427.63,71.52,225.9,129.23,-32.06,-7.4,4763.65,-7.89
743.845,159.31,24.17,-48.34,-172.63,86.32,8.38,4809.03,17.76
744.033,230.34,-9.37,16.77,50.31,-53.76,10.36,4743.92,3.95
744.221,390.15,73.49,174.6,328.49,-30.09,32.06,4919.51,41.43
744.408,145.5,-96.18,-168.69,-239.71,-32.06,37.98,4741.95,5.92
744.596,332.93,85.33,178.55,269.31,-10.36,36.01,4874.14,-21.7
744.784,644.66,251.06,697.43,346.25,1.48,67.57,4751.82,90.76
744.972,423.69,134.65,168.69,482.38,25.15,39.95,4572.28,-23.68
745.16,366.47,140.57,354.14,107.52,13.32,28.11,4866.25,3.95
745.347,401.99,43.9,170.66,352.17,92.23,-17.26,4666.98,25.65
745.535,265.85,51.79,214.06,397.55,62.64,37.98,4601.87,35.51
745.723,-59.68,-62.64,-227.87,-324.55,17.26,-17.26,4564.39,-63.13
745.911,196.8,-56.72,-204.2,-166.71,-61.65,-46.86,4495.33,5.92
746.098,457.23,107.03,397.55,218.01,66.59,-64.61,4708.41,138.11
746.286,210.61,-98.15,-93.71,-58.2,-39.95,10.36,4428.25,59.19
746.474,86.32,-74.48,-36.5,-85.82,-2.47,-60.67,4572.28,0
746.661,437.5,22.2,219.98,472.52,17.26,14.3,4629.49,53.27
746.849,336.88,99.14,180.52,97.66,-10.36,-42.91,4522.95,25.65
747.037,230.34,55.74,186.44,214.06,70.53,14.3,4546.63,35.51
747.224,536.15,130.71,409.38,352.17,68.56,47.84,4734.06,102.59
747.412,210.61,-35.02,28.61,-64.12,50.8,-35.02,4451.93,29.59
747.599,208.64,-42.91,-16.77,160.79,-6.41,-5.43,4400.63,1.97
747.787,346.74,95.19,208.14,8.88,7.4,10.36,4453.9,39.46
747.974,76.45,26.14,-93.71,85.82,40.94,-72.51,4221.1,-7.89
748.162,376.34,12.33,219.98,557.35,-12.33,-54.75,4303.96,76.94
748.349,106.05,-23.18,-62.15,-83.85,-8.38,-17.26,4343.42,-17.76
748.537,279.66,28.11,46.36,-22.69,17.26,0.49,4144.15,-15.78
748.724,356.61,2.47,103.58,377.82,-18.25,-15.29,4404.58,9.86
748.912,441.44,148.46,377.82,322.57,33.05,41.92,4236.88,96.67
749.099,188.91,-58.69,-233.79,-6.91,-39.95,-7.4,4073.13,-5.92
749.287,579.55,97.17,519.87,577.08,17.26,53.76,4258.58,80.89
749.474,492.74,-15.29,358.09,511.98,5.43,-42.91,4331.58,57.22
749.661,356.61,69.55,306.79,109.5,23.18,8.38,4023.8,78.92
749.849,553.9,170.17,444.9,267.33,68.56,-11.34,4193.47,23.68
750.036,403.96,95.19,261.41,330.47,-49.82,16.28,4130.34,39.46
750.223,429.61,144.52,369.93,421.22,13.32,37.98,4175.72,35.51
750.411,788.68,132.68,675.73,456.73,-16.28,57.71,4236.88,78.92
750.598,419.74,-62.64,385.71,255.5,-49.82,4.44,4130.34,112.46
750.785,210.61,-15.29,24.66,85.82,27.13,-9.37,3966.59,-49.32
750.972,388.18,18.25,66.09,81.88,19.24,-62.64,3982.37,57.22
751.16,267.83,37.98,168.69,202.23,-12.33,81.38,3952.78,23.68
751.347,818.28,268.81,762.54,827.65,60.67,103.09,4071.15,128.24
751.534,411.85,34.03,180.52,285.09,54.75,37.98,3958.7,23.68
751.721,603.23,132.68,511.98,551.44,78.42,2.47,3915.29,17.76
751.909,396.07,69.55,261.41,79.9,-20.22,36.01,3844.26,3.95
752.096,751.2,185.95,656,517.9,98.15,75.46,3925.16,17.76
752.283,212.58,57.71,-73.99,-36.5,-20.22,-27.13,3767.32,-7.89
752.47,415.8,-5.43,298.9,291.01,-22.2,-13.32,3863.99,1.97
752.657,165.23,-82.37,-328.49,-320.6,-22.2,16.28,3680.51,3.95
752.844,289.53,59.68,247.6,259.44,-16.28,69.55,3771.27,7.89
753.031,534.17,43.9,342.3,316.66,23.18,-5.43,3757.46,-31.57
753.218,115.91,-29.1,-251.55,-342.3,-47.84,-48.83,3587.78,53.27
753.405,484.85,26.14,208.14,113.44,21.21,-38.97,3804.81,67.08
753.592,494.71,138.6,261.41,202.23,-10.36,39.95,3737.73,82.86
753.779,-110.98,-117.88,-362.03,-636.27,-93.22,-135.64,3459.54,-17.76
753.966,492.74,91.25,150.93,287.06,5.43,83.36,3767.32,37.49
754.153,445.39,73.49,267.33,-50.31,-61.65,-5.43,3710.11,92.73
754.34,524.31,77.44,304.82,324.55,35.02,16.28,3759.43,47.35
754.527,480.9,71.52,239.71,83.85,-4.44,24.17,3615.4,74.97
754.714,190.88,-44.88,-194.33,-164.74,-37.98,-13.32,3611.46,-25.65
754.901,512.47,158.33,223.93,150.93,46.86,-33.05,3575.95,37.49
755.088,433.55,37.98,184.47,229.85,13.32,-66.59,3700.24,21.7
755.275,473.01,20.22,95.69,208.14,86.32,8.38,3418.11,37.49
755.462,254.02,89.28,8.88,312.71,31.07,32.06,3676.57,39.46
755.648,293.47,41.92,166.71,-111.47,-2.47,47.84,3461.52,-17.76
755.835,478.93,18.25,308.76,219.98,-73.49,14.3,3522.68,-1.97
756.022,265.85,-58.69,-85.82,-83.85,-16.28,18.25,3364.84,1.97
756.209,325.04,67.57,73.99,229.85,29.1,-3.45,3459.54,61.16
756.396,415.8,85.33,172.63,24.66,29.1,-15.29,3479.27,76.94
756.582,597.31,116.9,342.3,484.36,82.37,8.38,3512.81,144.02
756.769,378.31,-100.13,14.8,-28.61,-67.57,-21.21,3414.16,49.32
756.956,255.99,-19.24,-68.07,-22.69,29.1,4.44,3370.76,11.84
757.142,435.53,-19.24,8.88,200.25,15.29,-25.15,3402.33,29.59
757.329,832.09,233.3,709.27,452.79,62.64,16.28,3522.68,61.16
757.516,544.04,-19.24,241.68,340.33,106.05,-7.4,3293.82,7.89
757.702,506.55,26.14,291.01,435.03,-51.79,36.01,3520.7,71.03
757.889,492.74,134.65,202.23,152.9,70.53,69.55,3317.49,3.95
758.076,427.63,20.22,133.17,273.25,64.61,73.49,3210.95,92.73
758.262,662.41,67.57,342.3,478.44,29.1,12.33,3283.95,53.27
758.449,321.1,-19.24,-46.36,-0.99,-20.22,-31.07,3090.6,1.97
758.635,352.66,-25.15,30.58,-146.98,-55.74,2.47,3155.71,45.38
758.822,492.74,73.49,245.63,56.23,17.26,61.65,3212.93,27.62
759.008,581.52,107.03,279.17,304.82,-18.25,-23.18,3124.14,1.97
759.195,451.31,-74.48,-10.85,64.12,62.64,49.82,3001.82,21.7
759.381,386.2,-129.72,46.36,46.36,-118.87,36.01,3047.2,3.95
759.568,512.47,87.3,54.26,229.85,-14.3,16.28,3199.11,9.86
759.754,891.27,235.27,598.79,200.25,88.29,120.84,3171.49,90.76
759.941,997.81,335.89,723.08,727.03,50.8,24.17,3289.87,153.89
760.127,778.82,162.27,549.46,279.17,64.61,-27.13,3220.82,69.05
760.314,893.25,146.49,362.03,34.53,9.37,81.38,3088.63,59.19
760.5,593.36,124.79,263.39,89.77,25.15,63.63,3212.93,59.19
760.686,648.6,110.98,62.15,123.31,-2.47,4.44,2918.96,35.51
760.873,378.31,-27.13,-54.26,-0.99,-0.49,-7.4,2930.8,39.46
761.059,615.06,32.06,364.01,12.82,40.94,2.47,2954.47,5.92
761.245,873.52,95.19,417.28,170.66,21.21,55.74,3027.47,55.24
761.432,336.88,-19.24,-97.66,-208.14,13.32,12.33,2796.64,-23.68
761.618,628.87,2.47,200.25,336.39,-55.74,49.82,2958.42,-31.57
761.804,609.14,12.33,152.9,235.77,-65.6,75.46,2932.77,57.22
761.99,538.12,-96.18,70.04,257.47,-30.09,39.95,2830.18,29.59
762.177,544.04,10.36,-40.45,-62.15,-20.22,-19.24,2802.55,-37.49
762.363,662.41,36.01,79.9,229.85,-0.49,30.09,2861.74,33.54
762.549,693.98,-48.83,198.28,72.01,13.32,24.17,2836.09,-5.92
762.735,549.96,-23.18,115.42,113.44,-8.38,53.76,2861.74,35.51
762.921,676.22,43.9,164.74,182.5,-10.36,-19.24,2790.72,29.59
763.108,695.95,18.25,148.96,196.31,46.86,22.2,2769.02,19.73
763.294,841.95,24.17,314.68,101.61,-6.41,61.65,2628.94,67.08
763.48,628.87,-74.48,-28.61,10.85,7.4,36.01,2664.45,106.54
763.666,682.14,37.98,229.85,490.27,-49.82,-9.37,2881.47,-35.51
763.852,678.2,95.19,172.63,322.57,-47.84,53.76,2786.77,5.92
764.038,328.99,-108.02,-277.2,-494.22,-89.28,-5.43,2520.43,-35.51
764.224,871.54,140.57,306.79,377.82,40.94,49.82,2761.12,94.7
764.41,551.93,-54.75,-160.79,-34.53,-69.55,-17.26,2613.15,-27.62
764.596,737.38,16.28,58.2,-285.09,-51.79,22.2,2528.32,11.84
764.782,778.82,148.46,196.31,389.65,29.1,45.87,2709.83,37.49
764.968,867.6,89.28,350.2,450.82,-16.28,75.46,2609.21,71.03
765.154,804.46,83.36,314.68,547.49,104.07,12.33,2603.29,61.16
765.34,786.71,160.3,265.36,28.61,56.72,34.03,2516.48,-15.78
765.526,603.23,10.36,-22.69,188.42,-36.01,10.36,2514.51,82.86
765.712,784.74,32.06,133.17,249.58,-8.38,37.98,2439.53,80.89
765.898,881.41,109,166.71,204.2,-69.55,41.92,2719.69,29.59
766.084,881.41,71.52,204.2,170.66,29.1,34.03,2607.23,33.54
766.27,887.33,-13.32,79.9,245.63,-65.6,8.38,2512.53,-57.22
766.455,788.68,10.36,-8.88,137.12,42.91,-27.13,2514.51,106.54
766.641,630.85,-21.21,-131.2,64.12,-18.25,45.87,2378.37,39.46
766.827,792.63,87.3,46.36,6.91,-57.71,-58.69,2431.64,33.54
767.013,1060.95,26.14,421.22,265.36,19.24,20.22,2624.99,78.92
767.199,693.98,-40.94,-12.82,-139.09,27.13,-7.4,2510.56,17.76
767.384,530.23,-52.78,-150.93,-243.66,-79.41,-64.61,2352.73,35.51
767.57,964.27,57.71,442.92,196.31,-36.01,61.65,2569.75,37.49
767.756,997.81,109,160.79,223.93,-51.79,37.98,2402.05,82.86
767.941,1100.4,26.14,296.93,257.47,102.1,53.76,2309.32,-49.32
768.127,924.81,122.82,300.87,186.44,3.45,-46.86,2394.16,106.54
768.313,972.16,81.38,73.99,73.99,36.99,73.49,2409.94,0
768.498,1106.32,183.98,275.22,417.28,62.64,116.9,2451.37,53.27
768.684,851.81,8.38,-30.58,174.6,-8.38,65.6,2175.16,59.19
768.87,701.87,-60.67,-294.95,-401.49,-26.14,-44.88,2187,-37.49
769.055,1003.73,0.49,58.2,221.96,-71.52,28.11,2455.32,47.35
769.241,818.28,-17.26,-133.17,-30.58,11.34,-106.05,2265.92,-49.32
769.426,1066.86,-64.61,251.55,318.63,21.21,-21.21,2321.16,41.43
769.612,1055.03,144.52,227.87,539.6,21.21,63.63,2222.51,63.13
769.798,1283.89,77.44,525.79,129.23,78.42,51.79,2331.02,134.16
769.983,995.84,61.65,16.77,-79.9,72.51,30.09,2216.59,65.11
770.169,812.36,24.17,-20.72,227.87,-47.84,-17.26,2086.38,-21.7
770.354,1074.76,-31.07,231.82,237.74,-99.14,-7.4,2232.38,78.92
770.54,1053.05,-33.05,113.44,127.25,11.34,-7.4,2269.86,76.94
770.725,1313.48,110.98,356.11,221.96,48.83,10.36,2340.89,29.59
770.91,1177.35,174.11,279.17,413.33,48.83,2.47,2200.81,15.78
771.096,1307.56,89.28,316.66,429.11,-61.65,69.55,2167.27,23.68
771.281,1279.94,69.55,249.58,85.82,78.42,16.28,2334.97,21.7
771.467,1029.38,-7.4,-81.88,-146.98,3.45,-11.34,2017.33,9.86
771.652,1021.49,34.03,-79.9,-143.04,9.37,-90.26,2009.43,73
771.837,976.11,-36.99,52.28,12.82,64.61,24.17,2066.65,-37.49
772.023,1155.65,10.36,164.74,-70.04,9.37,-33.05,2171.22,37.49
772.208,1161.57,107.03,194.33,219.98,25.15,-31.07,2062.7,140.08
772.393,1068.84,6.41,83.85,123.31,86.32,65.6,2112.03,15.78
772.578,1218.78,89.28,148.96,164.74,-30.09,37.98,2080.46,35.51
772.764,1309.54,-17.26,225.9,-22.69,13.32,28.11,2117.95,59.19
772.949,1372.67,89.28,397.55,338.36,9.37,69.55,2137.68,45.38
773.134,1027.41,8.38,16.77,-178.55,-85.33,43.9,1981.81,25.65
773.319,1274.02,36.01,249.58,391.63,-26.14,24.17,1902.9,92.73
773.505,1285.86,14.3,362.03,298.9,56.72,22.2,2041,19.73
773.69,1110.27,-62.64,-172.63,-158.82,-51.79,-13.32,1871.33,19.73
773.875,1453.56,105.06,198.28,314.68,-41.92,93.22,2153.46,49.32
774.06,1721.88,239.22,744.78,506.06,44.88,49.82,2086.38,114.43
774.245,1360.83,-46.86,229.85,324.55,-4.44,-23.18,1739.14,-33.54
774.43,1733.72,138.6,586.95,504.09,108.02,73.49,1989.71,130.21
774.615,1589.69,152.41,504.09,255.5,98.15,8.38,2114,134.16
774.8,1481.18,-29.1,180.52,405.44,-24.17,2.47,1975.89,39.46
774.986,1879.71,302.35,770.43,598.79,74.48,162.27,1977.87,146
775.171,1285.86,-127.75,-40.45,-64.12,42.91,0.49,1835.82,-37.49
775.356,1242.46,99.14,48.34,-154.88,-16.28,-27.13,1774.66,98.65
775.541,1352.94,26.14,105.55,233.79,27.13,0.49,1853.57,21.7
775.726,1617.31,105.06,444.9,624.43,48.83,12.33,1969.98,13.81
775.911,1560.1,61.65,281.14,346.25,23.18,-1.48,2017.33,102.59
776.095,1595.61,134.65,354.14,251.55,-12.33,20.22,1816.09,63.13
776.28,1660.72,67.57,346.25,581.03,64.61,65.6,1928.54,0
776.465,1704.12,77.44,289.04,431.09,-8.38,43.9,1964.06,92.73
776.65,1706.1,160.3,502.11,66.09,9.37,14.3,1958.14,124.29
776.835,1648.88,32.06,233.79,342.3,36.99,41.92,1827.92,69.05
777.02,1433.83,14.3,105.55,-135.15,15.29,-21.21,1798.33,57.22
777.205,1771.2,189.9,531.71,490.27,1.48,36.01,1776.63,41.43
777.39,1646.91,24.17,131.2,332.44,-53.76,49.82,1774.66,76.94
777.574,1998.09,172.14,513.95,446.87,48.83,-48.83,1790.44,37.49
777.759,1844.2,73.49,383.74,308.76,-4.44,16.28,1827.92,96.67
777.944,1684.39,122.82,316.66,598.79,-22.2,-23.18,1818.06,102.59
778.129,1491.05,77.44,221.96,350.2,29.1,112.95,1849.63,106.54
778.314,1506.83,34.03,-208.14,-91.74,-45.87,-27.13,1695.74,100.62
778.498,1441.72,12.33,62.15,-42.42,1.48,-29.1,1747.03,80.89
778.683,1502.88,49.82,79.9,30.58,-16.28,4.44,1705.6,39.46
778.868,1861.96,126.76,468.57,251.55,-41.92,51.79,1780.57,9.86
779.052,1725.83,114.92,294.95,233.79,46.86,-23.18,1705.6,67.08
779.237,1583.77,-25.15,-192.36,-362.03,33.05,-40.94,1569.47,-80.89
779.422,2059.25,114.92,468.57,588.92,25.15,32.06,1760.84,0
779.606,1550.23,-84.34,-344.28,-411.36,-6.41,-68.56,1561.58,61.16
779.791,1587.72,-175.1,-235.77,-194.33,-36.01,10.36,1543.82,-31.57
779.975,1790.93,55.74,-46.36,190.39,-6.41,20.22,1687.85,86.81
780.16,1858.01,-7.4,87.8,93.71,33.05,-36.99,1660.23,65.11
780.345,1583.77,-113.94,-385.71,-448.84,-85.33,-54.75,1486.61,-45.38
780.529,1708.07,-44.88,-10.85,85.82,-61.65,28.11,1632.6,-53.27
780.714,2029.66,-7.4,133.17,466.6,35.02,12.33,1630.63,1.97
780.898,2128.3,148.46,433.06,192.36,29.1,22.2,1604.98,1.97
781.083,1826.45,2.47,-28.61,85.82,33.05,0.49,1599.06,23.68
781.267,2110.55,16.28,184.47,433.06,56.72,51.79,1535.93,71.03
781.452,2268.38,97.17,312.71,511.98,-57.71,69.55,1672.06,59.19
781.636,2112.52,73.49,164.74,188.42,38.97,73.49,1528.04,15.78
781.82,2090.82,8.38,50.31,75.96,3.45,41.92,1595.12,11.84
782.005,2169.74,124.79,190.39,310.74,-30.09,59.68,1531.98,17.76
782.189,2201.3,81.38,52.28,81.88,13.32,-5.43,1571.44,21.7
782.374,2386.76,41.92,407.41,369.93,11.34,41.92,1569.47,7.89
782.558,2153.95,10.36,-107.52,-56.23,-116.9,-27.13,1472.8,-17.76
782.742,2301.92,77.44,123.31,166.71,3.45,0.49,1522.12,-23.68
782.927,2116.47,63.63,26.63,-6.91,29.1,61.65,1561.58,102.59
783.111,2589.97,73.49,450.82,257.47,46.86,12.33,1656.28,49.32
783.295,2240.76,-1.48,-93.71,66.09,15.29,-27.13,1478.72,33.54
783.479,2361.11,148.46,470.55,377.82,-26.14,-21.21,1674.04,53.27
783.664,2256.55,28.11,4.93,54.26,23.18,-3.45,1518.17,-17.76
783.848,2491.32,10.36,40.45,117.39,11.34,49.82,1458.99,17.76
784.032,2487.38,77.44,164.74,95.69,-30.09,41.92,1344.56,35.51
784.216,2369,24.17,164.74,194.33,104.07,-56.72,1484.63,-7.89
784.4,2593.92,63.63,154.88,125.28,58.69,12.33,1565.52,-9.86
784.585,2885.91,276.7,679.68,886.83,56.72,69.55,1583.28,203.21
784.769,2710.32,57.71,129.23,405.44,19.24,16.28,1415.58,35.51
784.953,2455.81,-62.64,-146.98,-72.01,-112.95,-70.53,1393.88,-3.95
785.137,2984.56,97.17,358.09,659.95,56.72,-5.43,1451.09,53.27
785.321,2789.24,223.43,364.01,713.22,35.02,61.65,1449.12,5.92
785.505,2903.67,85.33,204.2,269.31,-14.3,-17.26,1429.39,73
785.689,3195.66,128.73,498.17,336.39,102.1,36.01,1575.39,114.43
785.873,2759.64,34.03,115.42,369.93,19.24,110.98,1476.74,-7.89
786.057,3272.61,148.46,537.62,545.52,-2.47,-27.13,1549.74,96.67
786.241,2986.53,41.92,117.39,166.71,-12.33,-17.26,1437.28,49.32
786.425,3059.53,-46.86,18.74,77.93,33.05,45.87,1391.91,-94.7
786.609,3102.93,180.03,298.9,640.22,56.72,101.11,1326.8,94.7
786.793,3097.02,109,36.5,-87.8,-32.06,-11.34,1470.82,73
786.977,3420.58,95.19,137.12,302.85,31.07,73.49,1409.66,106.54
787.161,3361.39,10.36,172.63,377.82,70.53,22.2,1490.55,-15.78
787.345,3231.18,-52.78,-164.74,-119.36,44.88,2.47,1326.8,-88.78
787.529,3229.2,-50.8,58.2,152.9,-22.2,-44.88,1234.07,41.43
787.713,3755.98,75.46,498.17,511.98,56.72,-48.83,1579.33,94.7
787.896,3499.49,37.98,218.01,300.87,13.32,8.38,1516.2,114.43
788.08,3308.12,-76.45,-119.36,-139.09,-18.25,-48.83,1182.77,-1.97
788.264,4079.54,243.16,654.03,227.87,102.1,91.25,1403.74,128.24
788.448,3615.9,32.06,95.69,139.09,33.05,71.52,1413.61,142.05
788.632,3754,51.79,310.74,101.61,-6.41,-44.88,1423.47,37.49
788.815,4051.92,103.09,553.41,571.16,3.45,87.3,1466.88,149.94
788.999,3840.81,-5.43,50.31,-18.74,7.4,10.36,1328.77,-17.76
789.183,4077.56,134.65,393.6,610.62,-6.41,34.03,1474.77,67.08
789.367,4191.99,73.49,346.25,352.17,9.37,39.95,1384.01,116.4
789.55,4016.4,51.79,158.82,342.3,68.56,32.06,1366.26,80.89
789.734,4111.1,10.36,6.91,44.39,-8.38,55.74,1222.23,-25.65
789.918,4197.91,26.14,64.12,40.45,25.15,-15.29,1334.69,-13.81
790.101,4138.73,26.14,192.36,107.52,-2.47,-3.45,1340.61,-11.84
