Wavelength,IR,Red,Orange,Yellow,Green,Blue,Pink,UV
503.264,378.31,93.22,581.03,551.44,10023.99,3218.35,863.16,147.97
503.472,236.26,75.46,365.98,606.68,10197.61,3048.68,825.67,155.86
503.679,70.53,89.28,99.63,373.87,10414.63,2904.65,713.22,155.86
503.887,542.06,229.35,640.22,740.84,10641.52,2796.14,823.7,209.13
504.094,370.42,170.17,391.63,586.95,10834.87,2790.22,802,191.37
504.301,1.48,-38.97,-54.26,192.36,11255.1,2721.17,656,191.37
504.509,-6.41,-46.86,-168.69,-292.98,11432.67,2691.58,624.43,57.22
504.716,774.87,318.14,1011.13,612.6,11612.21,2766.55,1011.13,171.65
504.924,307.28,30.09,330.47,468.57,12144.9,2648.17,679.68,201.24
505.131,328.99,59.68,182.5,364.01,12573.02,2590.96,750.7,106.54
505.338,36.99,26.14,-56.23,245.63,12959.72,2500.2,669.81,122.32
505.545,257.96,89.28,265.36,137.12,13233.96,2462.72,630.35,169.67
505.753,328.99,73.49,437.01,442.92,13608.82,2326.58,709.27,222.94
505.96,313.2,114.92,515.92,967.72,13993.54,2377.88,811.86,118.38
506.167,401.99,114.92,425.17,855.27,14167.16,2245.69,713.22,157.83
506.374,776.84,120.84,792.13,981.54,14719.58,2192.42,803.97,264.37
506.582,394.09,128.73,391.63,419.25,14873.47,2225.96,721.11,185.46
506.789,200.75,57.71,198.28,452.79,15814.56,2216.1,551.44,134.16
506.996,484.85,241.19,533.68,924.32,16088.8,2048.4,740.84,155.86
507.203,273.74,71.52,275.22,387.68,16136.15,2022.75,584.98,144.02
507.41,334.91,132.68,415.3,928.27,16562.3,2026.7,705.32,213.08
507.618,364.5,144.52,513.95,705.32,17262.69,2052.35,620.49,161.78
507.825,358.58,109,287.06,817.78,17734.22,1983.29,583,96.67
508.032,7.4,55.74,60.17,113.44,18115,1943.83,527.76,76.94
508.239,106.05,-56.72,2.96,227.87,18126.84,1811.65,492.25,169.67
508.446,240.2,51.79,308.76,383.74,18951.53,1714.97,494.22,132.19
508.653,206.66,105.06,350.2,782.27,19081.74,1807.7,510,102.59
508.86,165.23,126.76,356.11,202.23,19529.6,1776.14,575.11,134.16
509.067,131.69,105.06,-30.58,123.31,19941.94,1630.14,409.38,128.24
509.274,378.31,146.49,395.57,642.19,20097.8,1632.11,561.3,126.27
509.481,212.58,51.79,208.14,652.06,21559.75,1661.7,510,120.35
509.688,273.74,132.68,316.66,294.95,21250,1590.68,533.68,112.46
509.895,289.53,160.3,358.09,474.49,21713.64,1559.11,531.71,84.84
510.102,374.36,187.92,464.63,817.78,22264.08,1541.36,571.16,82.86
510.309,182.99,114.92,283.12,628.38,22834.26,1422.98,515.92,151.92
510.516,56.72,4.44,119.36,95.69,23621.46,1462.44,423.19,110.48
510.723,240.2,36.01,275.22,304.82,23840.46,1478.22,419.25,165.73
510.93,275.72,97.17,415.3,764.51,24420.5,1387.47,494.22,199.27
511.137,255.99,185.95,350.2,1050.59,25464.19,1385.49,506.06,149.94
511.344,471.04,185.95,586.95,375.84,25931.77,1432.84,569.19,161.78
511.55,269.8,99.14,326.52,472.52,26647.95,1290.79,446.87,147.97
511.757,169.18,55.74,243.66,880.92,27559.44,1346.04,409.38,88.78
511.964,309.26,85.33,411.36,886.83,27640.33,1332.22,458.71,201.24
512.171,248.1,130.71,371.9,243.66,28536.05,1146.77,433.06,84.84
512.378,220.48,146.49,190.39,498.17,28897.09,1205.96,460.68,114.43
512.584,194.83,59.68,296.93,531.71,29672.46,1162.55,395.57,120.35
512.791,358.58,53.76,456.73,719.14,29962.48,1225.69,437.01,114.43
512.998,356.61,63.63,322.57,431.09,30386.66,1048.12,433.06,181.51
513.205,291.5,24.17,342.3,606.68,31319.86,1117.17,369.93,167.7
513.411,13.32,-3.45,70.04,188.42,31720.36,1225.69,419.25,94.7
513.618,330.96,185.95,462.65,857.24,32724.59,1121.12,401.49,157.83
513.825,-0.49,43.9,-8.88,-32.55,33685.41,1081.66,300.87,67.08
514.031,277.69,172.14,354.14,809.89,34277.29,1138.88,417.28,124.29
514.238,64.61,-80.4,-50.31,89.77,34829.71,969.2,291.01,3.95
514.445,-4.44,36.01,-95.69,62.15,35717.53,1038.26,354.14,112.46
514.651,360.55,142.54,395.57,360.06,35693.86,1010.64,508.03,191.37
514.858,5.43,-46.86,-115.42,-28.61,36853.94,1073.77,310.74,98.65
515.065,265.85,4.44,219.98,415.3,37591.82,1042.2,389.65,33.54
515.271,246.12,71.52,249.58,675.73,38669.04,1071.8,377.82,173.62
515.478,496.69,36.01,409.38,590.89,38655.23,870.56,310.74,153.89
515.684,145.5,65.6,188.42,281.14,39527.27,892.26,371.9,90.76
515.891,117.88,-84.34,16.77,265.36,40067.85,805.45,265.36,102.59
516.097,70.53,-35.02,-12.82,107.52,39931.72,840.96,273.25,110.48
516.304,104.07,-64.61,16.77,119.36,40979.35,961.31,271.28,53.27
516.51,660.44,300.38,748.73,476.46,42399.86,959.34,517.9,240.7
516.717,-20.22,81.38,141.06,415.3,43060.8,868.58,306.79,35.51
516.923,210.61,22.2,137.12,592.87,43165.36,833.07,348.22,151.92
517.13,676.22,237.25,845.4,723.08,44506.96,886.34,486.33,167.7
517.336,269.8,87.3,184.47,547.49,43179.17,874.5,340.33,163.75
517.542,149.45,45.87,208.14,553.41,45037.68,835.04,198.28,126.27
517.749,390.15,148.46,413.33,719.14,45160,781.78,318.63,138.11
517.955,378.31,110.98,438.98,287.06,46308.25,795.59,456.73,78.92
518.162,259.93,93.22,298.9,494.22,47081.64,860.69,281.14,114.43
518.368,356.61,109,395.57,730.97,48036.54,736.4,365.98,175.59
518.574,723.57,253.03,786.21,1340.61,47722.84,850.83,492.25,183.48
518.781,204.69,39.95,233.79,452.79,48983.55,734.43,210.12,118.38
518.987,376.34,136.63,383.74,399.52,50054.85,767.97,294.95,199.27
519.193,13.32,36.01,58.2,462.65,50086.42,706.8,229.85,102.59
519.399,202.72,75.46,223.93,573.14,50481.01,758.1,324.55,161.78
519.606,283.61,81.38,273.25,527.76,52635.45,641.7,277.2,185.46
519.812,218.5,41.92,206.17,328.49,51810.77,671.29,269.31,76.94
520.018,398.04,156.36,553.41,876.97,52432.24,643.67,344.28,169.67
520.224,212.58,59.68,123.31,502.11,52732.13,669.32,204.2,175.59
520.431,94.21,0.49,-101.61,-176.58,52171.81,584.48,227.87,43.4
520.637,364.5,128.73,482.38,638.24,54499.88,647.62,421.22,228.86
520.843,327.01,53.76,373.87,727.03,53949.43,592.37,330.47,76.94
521.049,177.07,32.06,26.63,231.82,54158.56,531.21,139.09,102.59
521.255,321.1,162.27,387.68,281.14,53803.43,531.21,346.25,118.38
521.461,652.55,199.76,527.76,628.38,54280.88,651.56,346.25,197.29
521.667,672.28,302.35,894.73,1076.24,55969.72,608.16,415.3,159.81
521.874,240.2,16.28,237.74,736.89,55551.45,600.27,231.82,147.97
522.08,287.56,-13.32,194.33,320.6,55506.08,517.4,186.44,163.75
522.286,109.99,28.11,101.61,277.2,56488.6,596.32,302.85,57.22
522.492,630.85,168.19,784.24,983.51,56754.94,511.48,358.09,207.16
522.698,474.98,239.22,624.43,837.51,57840.06,560.81,324.55,213.08
522.904,437.5,81.38,543.54,734.92,57796.65,564.75,352.17,215.05
523.11,58.69,10.36,60.17,340.33,57135.72,472.02,245.63,140.08
523.316,277.69,83.36,291.01,571.16,58708.15,511.48,241.68,86.81
523.522,21.21,53.76,40.45,249.58,58875.85,550.94,146.98,90.76
523.728,309.26,53.76,350.2,535.65,58191.24,509.51,196.31,187.43
523.934,287.56,85.33,373.87,381.76,58741.69,456.24,269.31,197.29
524.139,595.33,231.33,581.03,1111.75,59378.95,487.81,330.47,167.7
524.345,317.15,-3.45,164.74,612.6,58467.45,397.05,186.44,112.46
524.551,141.56,32.06,141.06,174.6,59223.09,373.38,174.6,98.65
524.757,214.56,28.11,36.5,219.98,59562.43,389.16,216.04,-5.92
524.963,342.8,103.09,399.52,612.6,58422.07,377.32,302.85,92.73
525.169,342.8,85.33,462.65,981.54,58408.26,341.81,263.39,142.05
525.375,68.56,-62.64,89.77,206.17,58919.25,402.97,202.23,205.19
525.58,163.26,-36.99,62.15,279.17,59017.9,414.81,251.55,126.27
525.786,155.37,-27.13,44.39,480.41,58962.66,470.05,198.28,130.21
525.992,433.55,124.79,474.49,1026.91,58668.69,404.95,328.49,199.27
526.198,390.15,118.87,383.74,557.35,58096.54,422.7,249.58,92.73
526.404,330.96,109,170.66,571.16,57054.83,367.46,182.5,96.67
526.609,252.04,57.71,314.68,746.76,57636.85,408.89,164.74,80.89
526.815,291.5,178.06,513.95,732.95,57048.91,333.92,145.01,114.43
527.021,273.74,32.06,235.77,397.55,57244.23,395.08,170.66,110.48
527.226,208.64,89.28,403.47,711.24,57550.04,365.49,324.55,175.59
527.432,494.71,178.06,533.68,888.81,57171.23,266.84,318.63,161.78
527.638,431.58,255,602.73,971.67,57534.25,306.3,362.03,181.51
527.843,175.1,138.6,350.2,425.17,56403.76,292.49,214.06,114.43
528.049,417.77,101.11,421.22,703.35,56046.66,304.33,202.23,120.35
528.255,342.8,45.87,318.63,642.19,56105.85,296.43,145.01,106.54
528.46,137.61,-62.64,-93.71,170.66,55466.62,329.97,127.25,98.65
528.666,157.34,45.87,245.63,575.11,56658.27,251.06,172.63,136.13
528.871,340.82,182,561.3,511.98,55701.4,276.7,235.77,220.97
529.077,344.77,28.11,371.9,748.73,56309.06,302.35,225.9,134.16
529.282,90.26,-58.69,123.31,320.6,55190.41,294.46,174.6,74.97
529.488,311.23,53.76,401.49,510,55150.95,239.22,200.25,157.83
529.693,802.49,304.33,1048.62,1640.5,55135.16,298.41,369.93,189.4
529.899,179.04,-1.48,184.47,689.54,55223.95,233.3,129.23,76.94
530.104,275.72,8.38,385.71,831.59,54150.67,225.41,111.47,128.24
530.31,244.15,87.3,273.25,237.74,53880.38,347.73,164.74,110.48
530.515,508.52,178.06,567.22,707.3,54491.99,343.78,289.04,140.08
530.721,449.34,87.3,472.52,831.59,52566.4,282.62,283.12,128.24
530.926,137.61,79.41,-34.53,379.79,52542.73,219.49,123.31,104.57
531.131,506.55,274.73,508.03,506.06,52002.14,183.98,306.79,106.54
531.337,447.36,148.46,498.17,496.19,51457.61,284.6,342.3,187.43
531.542,295.45,36.01,291.01,762.54,50421.82,207.65,190.39,155.86
531.748,431.58,207.65,665.87,1137.4,50784.84,333.92,239.71,169.67
531.953,161.29,10.36,87.8,219.98,49691.83,215.54,202.23,122.32
532.158,561.79,221.46,663.89,938.13,48738.91,292.49,283.12,122.32
532.364,327.01,107.03,385.71,926.29,48695.5,280.65,241.68,88.78
532.569,161.29,55.74,200.25,592.87,49005.25,241.19,192.36,144.02
532.774,417.77,109,557.35,322.57,48417.32,264.87,261.41,126.27
532.979,358.58,109,346.25,527.76,47914.22,339.84,146.98,90.76
533.185,317.15,65.6,314.68,776.35,46921.83,201.73,235.77,122.32
533.39,327.01,146.49,346.25,932.21,46919.86,144.52,261.41,165.73
533.595,267.83,164.25,375.84,267.33,47101.37,318.14,300.87,197.29
533.8,526.28,221.46,829.62,875,46215.52,333.92,358.09,215.05
534.005,729.49,225.41,902.62,1309.04,45507.24,217.52,506.06,177.56
534.211,459.2,231.33,563.27,1015.08,44520.77,223.43,259.44,169.67
534.416,252.04,103.09,358.09,579.06,44287.96,300.38,204.2,203.21
534.621,242.18,130.71,170.66,571.16,44461.58,197.79,204.2,195.32
534.826,169.18,101.11,204.2,444.9,44392.53,95.19,194.33,153.89
535.031,117.88,8.38,316.66,681.65,43857.86,156.36,184.47,114.43
535.236,388.18,112.95,446.87,636.27,42784.59,209.62,287.06,169.67
535.441,486.82,191.87,470.55,549.46,41839.55,268.81,196.31,179.54
535.646,469.07,142.54,513.95,940.1,41713.28,205.68,267.33,100.62
535.851,453.28,185.95,555.38,1176.86,41097.73,253.03,261.41,126.27
536.056,214.56,132.68,227.87,364.01,40981.32,231.33,198.28,94.7
536.261,368.45,172.14,517.9,738.86,41214.13,235.27,332.44,177.56
536.466,291.5,109,162.77,644.16,40365.77,233.3,287.06,140.08
536.671,721.6,227.38,855.27,1490.55,40207.93,154.38,326.52,203.21
536.876,291.5,91.25,292.98,504.09,39864.64,221.46,145.01,120.35
537.081,340.82,87.3,504.09,626.41,39657.48,182,223.93,120.35
537.286,299.39,107.03,498.17,944.05,38858.45,152.41,223.93,142.05
537.491,261.91,103.09,289.04,821.73,38434.26,160.3,273.25,65.11
537.696,390.15,71.52,592.87,511.98,37566.17,195.81,261.41,104.57
537.901,731.47,221.46,701.38,689.54,37583.93,158.33,304.82,169.67
538.106,384.23,89.28,567.22,928.27,37313.64,264.87,261.41,15.78
538.311,226.39,32.06,318.63,679.68,36646.78,142.54,150.93,120.35
538.515,254.02,57.71,316.66,539.6,35001.36,221.46,210.12,173.62
538.72,94.21,37.98,81.88,385.71,35577.45,251.06,176.58,39.46
538.925,200.75,-5.43,133.17,371.9,35291.38,170.17,182.5,102.59
539.13,173.13,89.28,137.12,435.03,35123.68,199.76,208.14,53.27
539.335,19.24,6.41,103.58,105.55,34364.1,114.92,148.96,82.86
539.539,498.66,105.06,575.11,746.76,34650.17,95.19,253.52,147.97
539.744,52.78,-11.34,-10.85,437.01,33939.92,89.28,166.71,-33.54
539.949,109.99,109,77.93,539.6,33490.09,148.46,30.58,76.94
540.154,447.36,136.63,446.87,440.95,33239.52,142.54,371.9,203.21
540.358,240.2,99.14,365.98,577.08,32260.95,168.19,219.98,173.62
540.563,155.37,132.68,243.66,600.76,32430.62,130.71,121.34,191.37
540.768,409.88,201.73,435.03,940.1,31795.34,174.11,279.17,84.84
540.972,250.07,79.41,263.39,529.73,31570.42,120.84,362.03,88.78
541.177,279.66,97.17,332.44,571.16,31702.61,118.87,291.01,96.67
541.381,390.15,142.54,498.17,1151.21,31047.59,142.54,354.14,120.35
541.586,386.2,107.03,409.38,934.18,30611.57,136.63,265.36,126.27
541.791,581.52,213.57,788.19,456.73,30021.67,189.9,328.49,246.62
541.995,701.87,251.06,876.97,1265.64,30268.28,233.3,413.33,185.46
542.2,547.98,97.17,626.41,1066.37,29769.13,134.65,291.01,153.89
542.404,295.45,85.33,216.04,942.08,29512.65,28.11,231.82,102.59
542.609,242.18,71.52,283.12,545.52,28703.75,150.44,206.17,124.29
542.813,488.79,160.3,598.79,744.78,28857.63,126.76,431.09,122.32
543.018,336.88,32.06,302.85,959.83,28895.12,93.22,241.68,118.38
543.222,390.15,61.65,324.55,898.67,28388.08,122.82,338.36,98.65
543.427,315.18,103.09,458.71,675.73,27695.58,105.06,265.36,69.05
543.631,551.93,199.76,677.7,1088.07,27602.85,272.76,302.85,112.46
543.836,186.94,-36.99,267.33,924.32,27064.24,67.57,277.2,94.7
544.04,445.39,191.87,541.57,1129.51,27514.07,168.19,415.3,41.43
544.245,461.17,178.06,571.16,756.62,26557.19,109,330.47,161.78
544.449,526.28,278.68,744.78,778.32,26073.82,146.49,367.95,116.4
544.653,352.66,112.95,448.84,1017.05,25998.85,172.14,367.95,67.08
544.858,323.07,128.73,184.47,646.14,25399.08,180.03,239.71,104.57
545.062,311.23,136.63,383.74,859.21,25868.64,170.17,308.76,23.68
545.266,255.99,43.9,356.11,713.22,24947.28,109,306.79,59.19
545.471,330.96,180.03,407.41,1062.43,25290.57,85.33,289.04,132.19
545.675,394.09,30.09,405.44,1056.51,25067.63,160.3,340.33,161.78
545.879,44.88,-1.48,178.55,500.14,24456.02,101.11,308.76,71.03
546.083,492.74,156.36,632.33,953.91,24667.12,187.92,330.47,147.97
546.288,109.99,55.74,113.44,734.92,23731.95,101.11,251.55,169.67
546.492,186.94,83.36,210.12,829.62,23631.33,136.63,316.66,104.57
546.696,289.53,99.14,427.14,464.63,23153.88,122.82,291.01,102.59
546.9,488.79,201.73,695.46,1113.72,22978.29,152.41,350.2,179.54
547.105,50.8,43.9,239.71,732.95,22999.99,120.84,267.33,163.75
547.309,257.96,41.92,371.9,985.48,23112.45,93.22,298.9,138.11
547.513,449.34,178.06,659.95,689.54,21899.09,138.6,492.25,240.7
547.717,204.69,185.95,231.82,910.51,22674.45,97.17,310.74,147.97
547.921,372.39,110.98,579.06,1084.13,21417.7,67.57,415.3,116.4
548.125,-20.22,24.17,-101.61,156.85,21086.24,51.79,176.58,84.84
548.329,354.64,148.46,413.33,594.84,21169.11,132.68,358.09,205.19
548.533,265.85,16.28,308.76,837.51,21348.64,-17.26,328.49,102.59
548.737,76.45,-50.8,198.28,715.19,20666.01,91.25,348.22,73
548.942,56.72,-36.99,32.55,561.3,20460.82,124.79,237.74,159.81
549.146,496.69,223.43,693.49,776.35,20235.91,112.95,502.11,112.46
549.35,194.83,75.46,249.58,628.38,19930.1,85.33,419.25,57.22
549.554,141.56,10.36,105.55,669.81,19446.73,69.55,292.98,73
549.758,244.15,146.49,342.3,1137.4,19322.44,109,440.95,177.56
549.962,104.07,37.98,160.79,472.52,19342.17,124.79,373.87,39.46
550.165,218.5,53.76,326.52,849.35,18700.96,79.41,407.41,78.92
550.369,62.64,-62.64,24.66,478.44,19168.55,116.9,294.95,31.57
550.573,471.04,89.28,545.52,1545.79,18697.02,164.25,440.95,209.13
550.777,482.88,193.84,675.73,1092.02,18320.19,81.38,508.03,114.43
550.981,419.74,189.9,588.92,1127.53,17832.87,65.6,446.87,108.51
551.185,441.44,103.09,565.25,1338.64,17633.6,170.17,502.11,112.46
551.389,-53.76,-9.37,109.5,588.92,17580.34,57.71,364.01,29.59
551.593,615.06,160.3,784.24,989.43,17426.45,116.9,500.14,142.05
551.797,261.91,107.03,257.47,825.67,16804.97,51.79,462.65,71.03
552,301.37,105.06,427.14,1309.04,16560.33,39.95,470.55,92.73
552.204,234.29,73.49,210.12,916.43,16584,124.79,371.9,122.32
552.408,368.45,134.65,519.87,1066.37,16157.85,91.25,527.76,132.19
552.612,368.45,116.9,427.14,1184.75,16455.76,140.57,502.11,116.4
552.815,396.07,182,581.03,1480.69,15621.21,89.28,486.33,167.7
553.019,250.07,128.73,346.25,1498.44,15593.59,99.14,462.65,120.35
553.223,354.64,77.44,470.55,1119.64,15329.22,124.79,488.3,86.81
553.427,559.82,93.22,630.35,1451.09,15222.68,124.79,630.35,155.86
553.63,113.94,55.74,160.79,946.02,14853.74,89.28,510,171.65
553.834,261.91,65.6,419.25,1338.64,14472.96,130.71,486.33,35.51
554.038,583.5,239.22,961.81,1533.96,14352.61,124.79,652.06,82.86
554.241,167.21,12.33,253.52,1080.18,14342.75,81.38,535.65,80.89
554.445,573.63,237.25,721.11,1877.25,14044.83,77.44,614.57,108.51
554.649,398.04,211.6,581.03,1869.36,14044.83,55.74,584.98,163.75
554.852,269.8,69.55,496.19,869.08,13926.46,77.44,458.71,78.92
555.056,565.74,172.14,677.7,1362.31,13699.57,109,687.57,149.94
555.259,131.69,-15.29,231.82,1186.72,13312.88,59.68,571.16,134.16
555.463,244.15,57.71,300.87,1545.79,13253.69,152.41,586.95,88.78
555.666,445.39,142.54,521.84,1561.58,13103.74,107.03,630.35,112.46
555.87,254.02,63.63,314.68,1423.47,13068.23,69.55,567.22,45.38
556.073,567.71,268.81,894.73,2005.49,12813.72,81.38,736.89,88.78
556.277,386.2,101.11,667.84,1796.36,12683.51,140.57,691.51,155.86
556.48,372.39,140.57,358.09,1222.23,12350.08,43.9,600.76,122.32
556.684,161.29,97.17,460.68,1395.85,12069.93,140.57,614.57,71.03
556.887,234.29,14.3,283.12,1358.37,11957.47,30.09,654.03,128.24
557.091,139.59,6.41,296.93,1533.96,11651.66,32.06,667.84,67.08
557.294,494.71,268.81,699.41,1571.44,11554.99,18.25,742.81,88.78
557.497,64.61,-78.42,12.82,1084.13,11290.62,45.87,614.57,78.92
557.701,319.12,160.3,482.38,1944.33,11091.35,53.76,756.62,104.57
557.904,575.6,146.49,725.05,2145.57,11006.51,89.28,890.78,220.97
558.107,62.64,24.17,174.6,1338.64,11047.95,47.84,746.76,102.59
558.311,401.99,116.9,766.49,1608.93,10848.68,28.11,875,110.48
558.514,285.58,77.44,399.52,1784.52,10649.41,85.33,811.86,69.05
558.717,461.17,227.38,693.49,2309.32,10475.79,132.68,930.24,173.62
558.921,542.06,213.57,835.54,2042.97,10041.75,130.71,961.81,116.4
559.124,281.64,148.46,590.89,1823.98,9968.75,71.52,837.51,84.84
559.327,-30.09,32.06,145.01,1431.36,9801.05,41.92,697.43,-17.76
559.53,340.82,59.68,529.73,1956.17,9805,61.65,949.97,112.46
559.734,465.12,138.6,681.65,1650.36,9899.7,81.38,969.7,49.32
559.937,504.58,203.71,610.62,1873.3,9209.17,81.38,969.7,92.73
560.14,275.72,83.36,531.71,2106.11,9309.79,130.71,957.86,140.08
560.343,376.34,168.19,774.38,2293.54,9305.84,20.22,900.65,112.46
560.546,380.28,237.25,646.14,2181.08,9256.52,116.9,944.05,59.19
560.75,423.69,233.3,742.81,2271.84,8944.8,67.57,914.46,78.92
560.953,340.82,99.14,624.43,2289.59,9163.79,20.22,942.08,163.75
561.156,392.12,103.09,533.68,2607.23,8790.91,18.25,963.78,116.4
561.359,492.74,207.65,803.97,2092.3,8650.83,156.36,1111.75,126.27
561.562,194.83,41.92,310.74,1831.87,8504.83,57.71,1042.7,51.3
561.765,149.45,55.74,405.44,2188.97,8392.37,57.71,973.64,132.19
561.968,139.59,138.6,417.28,2334.97,8165.49,101.11,1109.78,76.94
562.171,173.13,30.09,332.44,1930.52,8114.19,103.09,977.59,-53.27
562.374,366.47,101.11,606.68,2433.62,8244.4,132.68,1092.02,147.97
562.577,441.44,207.65,805.94,2559.88,7847.84,39.95,1316.93,122.32
562.78,542.06,195.81,936.16,3141.9,7575.58,122.82,1314.96,195.32
562.983,480.9,197.79,867.11,2725.61,7504.55,105.06,1283.39,167.7
563.186,565.74,209.62,973.64,3161.63,7755.12,47.84,1332.72,98.65
563.389,224.42,154.38,634.3,2932.77,7615.04,45.87,1180.8,57.22
563.592,250.07,136.63,756.62,3177.41,7398.02,79.41,1344.56,193.35
563.795,248.1,59.68,506.06,2875.55,7392.1,128.73,1279.45,151.92
563.998,115.91,156.36,460.68,2522.4,7143.51,75.46,1153.18,149.94
564.201,374.36,142.54,892.75,3272.11,7034.99,99.14,1273.53,118.38
564.403,259.93,178.06,786.21,3319.46,6938.32,77.44,1413.61,122.32
564.606,149.45,49.82,519.87,2656.56,6723.27,-27.13,1299.18,31.57
564.809,350.69,272.76,748.73,3118.22,6695.65,118.87,1360.34,90.76
565.012,38.97,36.01,356.11,2782.83,6725.24,57.71,1269.58,69.05
565.215,184.96,97.17,504.09,3272.11,6604.89,93.22,1476.74,80.89
565.417,242.18,130.71,754.65,3149.79,6512.17,-9.37,1443.2,7.89
565.62,620.98,215.54,1222.23,3358.92,6306.98,128.73,1563.55,132.19
565.823,401.99,241.19,957.86,3648.94,6206.36,20.22,1559.61,193.35
566.026,392.12,178.06,867.11,3706.16,6089.96,63.63,1451.09,84.84
566.228,287.56,144.52,815.81,3240.55,6034.72,77.44,1624.71,130.21
566.431,346.74,99.14,833.57,3822.56,5845.31,30.09,1624.71,144.02
566.634,398.04,211.6,914.46,3938.97,5995.26,75.46,1604.98,88.78
566.837,305.31,83.36,853.29,4179.66,5926.21,120.84,1685.87,122.32
567.039,571.66,209.62,1265.64,3844.26,5744.7,166.22,1822.01,116.4
567.242,255.99,73.49,837.51,3875.83,5799.94,152.41,1656.28,71.03
567.444,226.39,67.57,612.6,3990.26,5496.11,73.49,1628.66,55.24
567.647,255.99,130.71,764.51,4398.66,5602.64,69.55,1733.22,35.51
567.85,646.63,324.05,1336.66,4396.69,5786.13,36.01,1993.65,118.38
568.052,271.77,134.65,841.46,4201.37,5474.4,107.03,1833.84,112.46
568.255,244.15,89.28,875,4564.39,5446.78,75.46,1825.95,73
568.457,330.96,221.46,912.48,4708.41,5421.13,59.68,1989.71,84.84
568.66,236.26,142.54,878.94,4526.9,5304.73,-21.21,2009.43,102.59
568.862,313.2,223.43,1145.29,5101.02,5119.27,49.82,2001.54,151.92
569.065,366.47,180.03,1082.16,5268.72,5089.68,14.3,2076.51,114.43
569.267,96.18,148.46,807.92,4854.41,5044.3,-44.88,2025.22,39.46
569.47,490.77,215.54,1263.67,5103,4996.95,144.52,2086.38,61.16
569.672,526.28,302.35,1322.85,5450.23,4989.06,91.25,2226.46,124.29
569.875,346.74,120.84,1261.69,5868.5,4691.15,126.76,2226.46,149.94
570.077,429.61,256.97,1549.74,6507.73,4712.85,140.57,2315.24,177.56
570.28,392.12,193.84,1208.42,5440.37,4574.74,154.38,2376.4,17.76
570.482,167.21,120.84,898.67,5501.53,4566.85,32.06,2293.54,136.13
570.684,102.1,144.52,1082.16,5663.31,4527.39,65.6,2315.24,69.05
570.887,309.26,183.98,1257.75,6499.84,4608.28,99.14,2413.89,136.13
571.089,599.28,268.81,1654.31,6361.73,4326.15,57.71,2557.91,165.73
571.291,275.72,154.38,1301.15,6381.46,4454.4,89.28,2532.26,146
571.494,313.2,49.82,1163.05,6651.75,4170.29,87.3,2490.83,102.59
571.696,190.88,101.11,1352.45,6831.29,4272.89,95.19,2502.67,147.97
571.898,364.5,97.17,1421.5,6720.8,4219.62,140.57,2607.23,181.51
572.101,198.77,207.65,1389.93,6825.37,4113.08,-38.97,2540.15,76.94
572.303,526.28,166.22,1553.69,7557.33,4221.59,110.98,2776.91,185.46
572.505,212.58,187.92,1283.39,7602.71,4134.78,71.52,2688.12,132.19
572.707,549.96,320.11,1898.95,8015.05,3961.16,59.68,2962.36,207.16
572.909,230.34,160.3,1604.98,8105.81,3905.92,6.41,2739.42,128.24
573.112,549.96,318.14,1865.41,8857.49,3880.27,126.76,3151.76,92.73
573.314,121.83,152.41,1320.88,8267.59,3754,8.38,2678.26,27.62
573.516,794.6,312.22,2281.7,9348.76,3726.38,138.6,3145.85,116.4
573.718,228.37,272.76,1520.15,8476.72,3797.41,6.41,3051.14,51.3
573.92,76.45,-29.1,1220.26,8691.77,3485.68,93.22,3064.96,63.13
574.122,212.58,187.92,1618.79,9246.16,3606.03,107.03,3137.95,21.7
574.324,370.42,227.38,1737.17,9960.37,3499.49,91.25,3205.03,138.11
574.526,161.29,107.03,1530.01,9853.83,3300.23,89.28,3169.52,108.51
574.729,427.63,233.3,1966.03,10435.84,3390.98,14.3,3319.46,189.4
574.931,220.48,136.63,1701.66,10678.51,3353.5,53.76,3291.84,116.4
575.133,557.85,280.65,2011.41,11077.05,3406.77,81.38,3374.71,171.65
575.335,234.29,272.76,1687.85,10041.26,3175.93,85.33,3372.73,90.76
575.537,117.88,103.09,1687.85,11329.58,3296.28,146.49,3402.33,-17.76
575.739,277.69,154.38,1889.09,11795.2,3132.53,69.55,3497.03,53.27
575.941,392.12,231.33,2206.73,12120.73,3106.88,10.36,3613.43,100.62
576.142,338.85,288.54,2125.84,11791.25,2947.07,91.25,3635.13,120.35
576.344,307.28,241.19,2078.49,12734.31,3116.74,26.14,3867.94,110.48
576.546,194.83,199.76,1916.71,12505.45,2962.86,85.33,3708.13,88.78
576.748,407.9,288.54,2179.11,13207.82,2996.4,-1.48,3838.35,108.51
576.95,512.47,235.27,2407.97,13939.78,2947.07,103.09,3917.26,151.92
577.152,179.04,138.6,2147.54,13920.05,2761.62,-5.43,3883.72,23.68
577.354,265.85,276.7,2494.78,14403.42,2795.16,87.3,4146.12,136.13
577.556,248.1,219.49,2480.97,14462.6,2741.89,116.9,3925.16,90.76
577.758,362.53,272.76,2599.34,15078.16,2765.56,160.3,4116.53,128.24
577.959,305.31,162.27,2540.15,15058.43,2651.13,20.22,4144.15,71.03
578.161,745.28,422.7,3514.78,16666.37,2704.4,47.84,4414.44,203.21
578.363,275.72,223.43,2654.58,15762.77,2582.08,103.09,4132.31,86.81
