Wavelength,IR,Red,Orange,Yellow,Green,Blue,Pink,UV
715.09,52.78,-64.78,-50.8,-21.04,63.79,-25.48,1782.22,25.81
715.281,-47.84,-29.27,39.95,-34.86,-44.72,-17.59,1711.19,-21.54
715.471,38.97,25.98,28.11,93.39,65.76,-90.59,1642.14,-43.24
715.662,-36.01,22.03,-29.1,30.25,49.98,-51.13,1695.41,10.03
715.852,58.69,25.98,55.74,40.12,34.2,-15.62,1648.06,61.33
716.043,125.77,6.25,-17.26,26.31,71.68,29.76,1744.73,25.81
716.233,29.1,-3.62,-62.64,-52.61,111.14,33.7,1531.66,10.03
716.423,-45.87,-141.72,-9.37,8.55,44.06,21.87,1640.17,47.51
716.614,102.1,-41.1,-7.4,99.3,67.74,73.16,1756.57,-21.54
716.804,66.59,16.11,-31.07,8.55,32.22,51.46,1614.52,83.03
716.994,5.43,-9.54,-9.37,49.98,0.66,-17.59,1565.2,-29.43
717.184,-4.44,0.33,-102.1,-40.77,28.28,-11.67,1691.46,-33.38
717.375,96.18,-29.27,-29.1,40.12,34.2,65.27,1693.44,-17.59
717.565,52.78,-5.59,87.3,38.14,-5.26,-3.78,1669.76,6.08
717.755,74.48,2.3,24.17,36.17,24.33,-9.7,1689.49,12
717.945,7.4,33.87,-36.99,49.98,55.9,21.87,1703.3,2.14
718.136,-63.63,-13.48,39.95,-11.18,-9.21,-1.81,1636.22,-47.19
718.326,-18.25,-31.24,43.9,40.12,63.79,19.89,1650.03,79.08
718.516,-12.33,-74.64,75.46,16.44,20.39,29.76,1610.57,0.16
718.706,3.45,12.17,-27.13,-1.32,16.44,-21.54,1525.74,-15.62
718.896,-34.03,51.63,-15.29,30.25,-23.02,-53.1,1523.76,-5.75
719.086,64.61,12.17,12.33,77.6,-1.32,-21.54,1557.3,-29.43
719.276,23.18,25.98,-21.21,-7.23,-7.23,10.03,1604.65,69.22
719.466,90.26,-7.56,-21.21,24.33,-99.96,-100.46,1490.22,-5.75
719.656,50.8,-54.91,-21.21,-30.91,-78.26,-15.62,1509.95,13.97
719.846,-47.84,-98.32,-15.29,-19.07,-26.96,-59.02,1462.6,-37.32
720.037,5.43,12.17,-9.37,51.95,53.93,8.06,1525.74,-9.7
720.227,-45.87,63.46,36.01,4.6,20.39,35.68,1541.52,4.11
720.416,-0.49,77.27,12.33,-26.96,12.5,-23.51,1598.74,10.03
720.606,3.45,22.03,-38.97,-23.02,-15.13,0.16,1494.17,-27.46
720.796,25.15,-19.4,87.3,109.17,89.44,-37.32,1450.77,-61
720.986,-16.28,-7.56,37.98,10.52,6.58,55.41,1482.33,-27.46
721.176,-2.47,-5.59,14.3,-28.94,18.41,-49.16,1506.01,31.73
721.366,29.1,-52.94,-9.37,97.33,-17.1,-55.08,1535.6,45.54
721.556,-12.33,6.25,36.01,16.44,-42.75,-23.51,1407.36,-7.73
721.746,48.83,16.11,32.06,-19.07,75.63,12,1401.44,-25.48
721.936,33.05,14.14,-56.72,34.2,42.09,12,1350.15,23.84
722.126,15.29,12.17,53.76,-123.64,51.95,-37.32,1460.63,-49.16
722.315,11.34,4.27,-25.15,57.87,2.63,4.11,1464.58,-19.56
722.505,7.4,22.03,-76.45,28.28,6.58,4.11,1438.93,-9.7
722.695,-34.03,25.98,24.17,26.31,26.31,53.43,1425.12,0.16
722.885,-89.28,41.76,2.47,-5.26,32.22,-92.56,1431.04,-37.32
723.075,56.72,31.9,41.92,6.58,30.25,47.51,1375.79,-15.62
723.264,-36.01,-19.4,-33.05,30.25,83.52,-21.54,1429.06,15.95
723.454,29.1,-45.05,79.41,109.17,93.39,21.87,1273.2,-11.67
723.644,-79.41,39.79,-27.13,14.47,28.28,-80.73,1330.42,17.92
723.833,3.45,63.46,71.52,-24.99,71.68,122.49,1446.82,45.54
724.023,104.07,25.98,51.79,28.28,-5.26,0.16,1383.69,21.87
724.213,31.07,47.68,2.47,4.6,-21.04,-51.13,1324.5,45.54
724.402,50.8,20.06,32.06,51.95,34.2,-37.32,1383.69,0.16
724.592,-30.09,37.81,41.92,24.33,-1.32,81.05,1275.17,-13.65
724.782,-8.38,-1.64,8.38,44.06,95.36,-25.48,1344.23,-31.4
724.971,9.37,-31.24,49.82,-5.26,40.12,-15.62,1190.34,-27.46
725.161,1.48,-92.4,-19.24,53.93,51.95,-9.7,1326.47,-59.02
725.35,-47.84,-7.56,-38.97,42.09,67.74,-7.73,1300.82,-25.48
725.54,60.67,-60.83,63.63,12.5,73.66,4.11,1373.82,-41.27
725.729,21.21,97,-19.24,65.76,67.74,61.33,1419.2,-33.38
725.919,-18.25,-1.64,-7.4,101.28,103.25,-3.78,1342.25,-19.56
726.108,52.78,71.35,14.3,8.55,-36.83,33.7,1340.28,-59.02
726.298,-10.36,-1.64,12.33,26.31,-72.34,83.03,1334.36,19.89
726.487,19.24,31.9,39.95,14.47,48.01,61.33,1375.79,-31.4
726.677,54.75,-58.86,41.92,-40.77,34.2,77.11,1279.12,-11.67
726.866,19.24,-37.16,8.38,24.33,32.22,49.49,1316.61,27.79
727.056,23.18,57.54,34.03,0.66,-11.18,15.95,1338.31,-66.92
727.245,-8.38,-29.27,22.2,105.22,-1.32,17.92,1273.2,27.79
727.434,-0.49,-52.94,32.06,28.28,40.12,-29.43,1221.9,-29.43
727.624,-45.87,-19.4,-11.34,44.06,0.66,-21.54,1210.07,-3.78
727.813,-0.49,-19.4,-15.29,95.36,-19.07,0.16,1275.17,-23.51
728.002,-14.3,-39.13,16.28,87.47,49.98,55.41,1271.23,4.11
728.192,21.21,98.98,81.38,18.41,-44.72,23.84,1383.69,-23.51
728.381,-69.55,20.06,0.49,18.41,16.44,-43.24,1184.42,85
728.57,-6.41,-62.81,6.41,18.41,28.28,-7.73,1186.39,-19.56
728.759,9.37,-23.35,47.84,12.5,34.2,19.89,1196.26,45.54
728.949,40.94,33.87,-27.13,32.22,28.28,-3.78,1166.66,67.24
729.138,74.48,8.22,4.44,46.04,28.28,-90.59,1174.55,-49.16
729.327,-22.2,-78.59,-62.64,30.25,-26.96,10.03,1237.69,-51.13
729.516,9.37,-5.59,85.33,93.39,-5.26,-70.86,1229.8,19.89
729.705,-10.36,-33.21,-35.02,6.58,28.28,-76.78,1267.28,-55.08
729.895,13.32,20.06,37.98,44.06,61.82,37.65,1290.96,23.84
730.084,19.24,10.19,-48.83,4.6,73.66,-21.54,1172.58,39.62
730.273,25.15,29.92,-15.29,-42.75,-9.21,-62.97,1172.58,0.16
730.462,80.4,8.22,30.09,32.22,12.5,-43.24,1117.34,15.95
730.651,7.4,-21.37,93.22,71.68,101.28,43.57,1215.99,69.22
730.84,90.26,-31.24,10.36,-9.21,-17.1,25.81,1085.77,-61
731.029,54.75,-15.45,10.36,10.52,0.66,39.62,1117.34,25.81
731.218,-18.25,45.71,36.01,-17.1,49.98,8.06,1085.77,-80.73
731.407,1.48,-5.59,34.03,67.74,2.63,-37.32,1168.64,-13.65
731.596,60.67,-27.29,-17.26,-3.29,30.25,13.97,1083.8,-11.67
731.785,-71.52,18.09,-54.75,-11.18,26.31,-51.13,1204.15,-21.54
731.974,-6.41,-5.59,47.84,57.87,-11.18,4.11,1109.45,45.54
732.163,70.53,-80.56,30.09,4.6,67.74,-19.56,1133.12,-35.35
732.352,-2.47,4.27,47.84,93.39,4.6,-19.56,1012.77,-9.7
732.541,-39.95,-11.51,37.98,18.41,42.09,-21.54,1056.18,12
732.73,33.05,-11.51,-38.97,-92.07,95.36,-9.7,1121.29,-5.75
732.919,60.67,-15.45,28.11,53.93,30.25,-92.56,1014.75,27.79
733.108,-14.3,-29.27,49.82,65.76,42.09,-80.73,1085.77,-7.73
733.296,-36.01,4.27,4.44,44.06,-9.21,73.16,1095.64,63.3
733.485,64.61,51.63,-1.48,18.41,-15.13,-39.29,1152.85,-7.73
733.674,-14.3,-35.18,-19.24,30.25,0.66,-61,1217.96,25.81
733.863,15.29,89.11,132.68,8.55,6.58,-15.62,1089.72,-3.78
734.052,36.99,-62.81,-38.97,10.52,20.39,41.6,1081.83,-9.7
734.24,11.34,-74.64,37.98,-28.94,-32.88,-19.56,1050.26,-49.16
734.429,52.78,-3.62,-44.88,-5.26,36.17,-19.56,1075.91,-84.67
734.618,-41.92,-31.24,-9.37,36.17,44.06,-11.67,1004.88,33.7
734.807,21.21,4.27,-40.94,-11.18,34.2,8.06,993.04,-11.67
734.995,-4.44,-45.05,-58.69,-13.15,22.36,4.11,1020.67,8.06
735.184,-79.41,20.06,97.17,105.22,26.31,57.38,1052.23,8.06
735.373,35.02,39.79,114.92,46.04,18.41,41.6,1087.75,-92.56
735.561,-20.22,53.6,-1.48,89.44,-36.83,45.54,1032.5,-68.89
735.75,50.8,31.9,34.03,6.58,32.22,31.73,927.94,-3.78
735.938,35.02,55.57,-5.43,73.66,14.47,-13.65,1028.56,45.54
736.127,-22.2,12.17,-11.34,6.58,32.22,15.95,953.59,-41.27
736.316,82.37,-17.43,-25.15,79.58,-50.64,27.79,1022.64,41.6
736.504,19.24,10.19,-1.48,10.52,16.44,-41.27,1030.53,37.65
736.693,15.29,-29.27,16.28,79.58,0.66,15.95,1121.29,0.16
736.881,-16.28,-64.78,-7.4,38.14,-13.15,12,993.04,4.11
737.07,33.05,0.33,-21.21,71.68,75.63,39.62,896.37,-39.29
737.258,-0.49,2.3,2.47,-38.8,14.47,2.14,1010.8,92.89
737.447,121.83,43.73,18.25,-1.32,32.22,-53.1,975.29,8.06
737.635,68.56,-15.45,-35.02,-19.07,-38.8,-3.78,953.59,45.54
737.824,80.4,10.19,47.84,59.85,-3.29,10.03,927.94,0.16
738.012,44.88,18.09,67.57,36.17,38.14,-11.67,1038.42,-25.48
738.2,36.99,-23.35,39.95,16.44,57.87,43.57,965.42,12
738.389,11.34,114.76,-19.24,4.6,32.22,15.95,908.21,37.65
738.577,3.45,2.3,26.14,-28.94,36.17,33.7,1002.91,-19.56
738.766,33.05,-19.4,0.49,22.36,-1.32,-31.4,876.64,13.97
738.954,102.1,-50.97,-9.37,188.09,-5.26,25.81,896.37,-31.4
739.142,7.4,33.87,-62.64,32.22,-11.18,-49.16,886.51,-23.51
739.331,11.34,24,18.25,93.39,32.22,47.51,894.4,-31.4
739.519,-63.63,-15.45,-19.24,2.63,-1.32,114.59,957.53,12
739.707,-53.76,-7.56,59.68,-62.48,-21.04,-51.13,858.88,0.16
739.895,-2.47,-78.59,-25.15,-34.86,51.95,12,912.15,-9.7
740.084,48.83,-35.18,-7.4,-34.86,42.09,6.08,945.69,-25.48
740.272,-36.01,-41.1,43.9,-34.86,-113.77,-23.51,910.18,13.97
740.46,40.94,-21.37,89.28,-24.99,57.87,-13.65,933.86,-74.81
740.648,-77.44,-48.99,34.03,8.55,-30.91,-61,935.83,10.03
740.836,-39.95,33.87,10.36,69.71,85.49,29.76,975.29,35.68
741.025,-41.92,20.06,-46.86,-9.21,-23.02,13.97,892.42,19.89
741.213,-4.44,100.95,-44.88,18.41,34.2,-47.19,839.16,51.46
741.401,56.72,12.17,4.44,-23.02,0.66,-66.92,768.13,27.79
741.589,84.34,22.03,83.36,-7.23,-42.75,47.51,995.02,-57.05
741.777,13.32,51.63,71.52,-3.29,42.09,57.38,923.99,-19.56
741.965,62.64,-19.4,12.33,36.17,-50.64,-33.38,969.37,-43.24
742.153,117.88,89.11,32.06,18.41,55.9,-39.29,918.07,-19.56
742.341,48.83,91.08,34.03,83.52,75.63,-1.81,874.67,-55.08
742.529,-28.11,-37.16,57.71,0.66,-44.72,-59.02,756.29,51.46
742.717,15.29,35.84,47.84,30.25,59.85,0.16,874.67,-31.4
742.905,52.78,-54.91,45.87,6.58,2.63,10.03,774.05,-141.89
743.093,-2.47,12.17,51.79,-60.5,44.06,4.11,787.86,51.46
743.281,-10.36,-3.62,36.01,10.52,22.36,10.03,797.72,13.97
743.469,-59.68,95.03,-58.69,-15.13,24.33,6.08,829.29,59.35
743.657,80.4,-31.24,-11.34,51.95,-21.04,-39.29,809.56,6.08
743.845,38.97,-1.64,89.28,32.22,16.44,-35.35,835.21,25.81
744.033,-0.49,-3.62,49.82,18.41,34.2,-5.75,793.78,43.57
744.221,15.29,39.79,73.49,-40.77,34.2,-11.67,756.29,23.84
744.408,3.45,-13.48,6.41,28.28,95.36,41.6,850.99,-90.59
744.596,13.32,6.25,-13.32,57.87,32.22,55.41,841.13,63.3
744.784,40.94,6.25,36.01,83.52,4.6,-5.75,774.05,21.87
744.972,52.78,31.9,8.38,26.31,-34.86,-62.97,920.05,-55.08
745.16,13.32,-21.37,-35.02,32.22,-19.07,2.14,837.18,-76.78
745.347,19.24,91.08,-1.48,34.2,4.6,12,809.56,19.89
745.535,38.97,18.09,-31.07,22.36,0.66,-3.78,801.67,-53.1
745.723,-61.65,61.49,2.47,-103.91,-28.94,-55.08,697.1,-70.86
745.911,62.64,37.81,4.44,-9.21,93.39,-66.92,837.18,-45.21
746.098,70.53,51.63,6.41,28.28,42.09,51.46,835.21,2.14
746.286,-20.22,24,26.14,2.63,97.33,92.89,845.07,47.51
746.474,-2.47,27.95,12.33,0.66,55.9,-13.65,746.43,-25.48
746.661,-26.14,49.65,-70.53,67.74,8.55,19.89,657.65,-108.35
746.849,17.26,-5.59,-33.05,4.6,2.63,92.89,803.64,-41.27
747.037,44.88,47.68,-29.1,-52.61,79.58,-53.1,699.08,41.6
747.224,-16.28,-21.37,71.52,26.31,32.22,21.87,791.8,2.14
747.412,-4.44,-35.18,-13.32,20.39,-42.75,-90.59,738.54,35.68
747.599,38.97,20.06,28.11,69.71,138.76,-68.89,657.65,37.65
747.787,52.78,-23.35,-17.26,6.58,-7.23,-29.43,726.7,-62.97
747.974,27.13,-33.21,0.49,2.63,16.44,0.16,754.32,-9.7
748.162,5.43,-54.91,47.84,-60.5,28.28,17.92,748.4,-53.1
748.349,-0.49,12.17,79.41,26.31,53.93,-53.1,750.37,19.89
748.537,-34.03,31.9,-36.99,12.5,6.58,-7.73,705,-114.27
748.724,-12.33,100.95,22.2,40.12,-74.31,-51.13,728.67,21.87
748.912,38.97,41.76,32.06,-60.5,32.22,47.51,706.97,59.35
749.099,-24.17,6.25,16.28,-24.99,42.09,-35.35,703.02,21.87
749.287,33.05,39.79,24.17,-13.15,-28.94,-66.92,732.62,150.11
749.474,-4.44,22.03,20.22,6.58,-40.77,-15.62,827.32,55.41
749.661,-4.44,-33.21,22.2,20.39,10.52,-5.75,633.97,47.51
749.849,13.32,110.81,-23.18,30.25,71.68,-11.67,718.81,-55.08
750.036,60.67,-1.64,-11.34,20.39,12.5,-17.59,716.83,12
750.223,33.05,-60.83,0.49,65.76,4.6,29.76,679.35,25.81
750.411,35.02,57.54,53.76,44.06,109.17,-47.19,766.16,96.84
750.598,74.48,22.03,85.33,-32.88,48.01,8.06,701.05,-57.05
750.785,27.13,-45.05,24.17,32.22,-11.18,-80.73,708.94,-5.75
750.972,-12.33,14.14,34.03,14.47,53.93,6.08,699.08,-19.56
751.16,-6.41,-15.45,-54.75,26.31,93.39,-64.94,697.1,-57.05
751.347,82.37,-11.51,69.55,30.25,101.28,90.92,681.32,104.73
751.534,27.13,-45.05,10.36,111.14,63.79,-19.56,695.13,-110.32
751.721,19.24,8.22,-23.18,28.28,18.41,-1.81,706.97,-1.81
751.909,11.34,53.6,-46.86,-11.18,-24.99,25.81,608.32,-23.51
752.096,56.72,-80.56,-27.13,46.04,10.52,41.6,641.86,-31.4
752.283,-28.11,71.35,-13.32,28.28,30.25,-64.94,645.81,-96.51
752.47,-12.33,24,32.06,-19.07,40.12,-64.94,610.29,37.65
752.657,-8.38,-21.37,59.68,-17.1,8.55,-41.27,596.48,-7.73
752.844,15.29,-5.59,-70.53,-28.94,-24.99,39.62,614.24,-17.59
753.031,-22.2,33.87,37.98,32.22,8.55,98.81,614.24,-45.21
753.218,35.02,-29.27,28.11,73.66,26.31,-5.75,608.32,-7.73
753.405,-12.33,-21.37,8.38,26.31,40.12,-33.38,716.83,51.46
753.592,84.34,-86.48,10.36,36.17,40.12,-33.38,687.24,13.97
753.779,13.32,4.27,-46.86,-84.18,6.58,-86.64,553.08,-106.37
753.966,-26.14,27.95,-1.48,83.52,59.85,-1.81,588.59,49.49
754.153,-16.28,-66.75,6.41,-5.26,-26.96,15.95,673.43,-1.81
754.34,27.13,47.68,103.09,30.25,24.33,-5.75,671.46,-31.4
754.527,46.86,14.14,118.87,-5.26,40.12,-68.89,515.59,23.84
754.714,-32.06,-3.62,4.44,26.31,-21.04,-39.29,618.19,-47.19
754.901,19.24,4.27,30.09,42.09,-48.67,13.97,604.38,-13.65
755.088,-45.87,-23.35,18.25,49.98,53.93,31.73,559,-59.02
755.275,19.24,2.3,-46.86,75.63,16.44,-39.29,637.92,49.49
755.462,1.48,-5.59,79.41,38.14,28.28,-19.56,614.24,-68.89
755.648,17.26,-23.35,14.3,-1.32,0.66,-74.81,598.46,21.87
755.835,82.37,12.17,22.2,22.36,26.31,6.08,596.48,-61
756.022,33.05,14.14,39.95,-13.15,6.58,-47.19,537.3,23.84
756.209,-20.22,-47.02,16.28,-17.1,-26.96,0.16,600.43,-5.75
756.396,48.83,-19.4,75.46,16.44,-5.26,-1.81,576.75,-13.65
756.582,64.61,49.65,45.87,150.6,16.44,2.14,624.11,27.79
756.769,-24.17,0.33,-17.26,-38.8,-3.29,-61,612.27,-68.89
756.956,29.1,37.81,43.9,-1.32,30.25,-7.73,649.75,10.03
757.142,42.91,14.14,95.19,4.6,53.93,-59.02,559,-1.81
757.329,-73.49,-19.4,93.22,44.06,107.2,-21.54,614.24,10.03
757.516,21.21,-11.51,14.3,40.12,16.44,0.16,507.7,15.95
757.702,147.48,53.6,26.14,44.06,38.14,-11.67,706.97,-1.81
757.889,-39.95,-45.05,-13.32,0.66,-5.26,-82.7,515.59,6.08
758.076,-8.38,-5.59,-46.86,-1.32,113.11,13.97,553.08,19.89
758.262,-4.44,31.9,65.6,61.82,2.63,31.73,560.97,-29.43
758.449,-63.63,-23.35,-17.26,-58.53,-15.13,12,484.03,69.22
758.635,-51.79,-48.99,-7.4,-1.32,-44.72,-21.54,525.46,55.41
758.822,40.94,51.63,12.33,79.58,8.55,45.54,539.27,-3.78
759.008,40.94,-54.91,8.38,-3.29,40.12,33.7,535.32,0.16
759.195,-39.95,33.87,-58.69,-30.91,-70.37,-74.81,582.67,100.78
759.381,5.43,-116.07,10.36,-17.1,44.06,-17.59,527.43,-15.62
759.568,27.13,-21.37,0.49,-74.31,59.85,-35.35,537.3,88.95
759.754,17.26,20.06,41.92,67.74,-7.23,10.03,539.27,-23.51
759.941,72.51,-21.37,0.49,176.25,-42.75,15.95,553.08,17.92
760.127,40.94,24,69.55,36.17,67.74,2.14,501.78,15.95
760.314,27.13,35.84,-46.86,79.58,49.98,2.14,478.11,-9.7
760.5,90.26,12.17,-11.34,61.82,-24.99,53.43,527.43,-45.21
760.686,104.07,16.11,-7.4,2.63,55.9,4.11,539.27,53.43
760.873,60.67,-11.51,16.28,38.14,-9.21,-11.67,503.76,-13.65
761.059,21.21,53.6,6.41,-9.21,18.41,-39.29,592.54,57.38
761.245,19.24,16.11,16.28,36.17,-7.23,8.06,509.68,118.54
761.432,35.02,63.46,-9.37,-26.96,77.6,-33.38,458.38,-61
761.618,64.61,22.03,-42.91,38.14,-7.23,-49.16,452.46,23.84
761.804,31.07,-35.18,12.33,-46.69,6.58,-33.38,529.4,17.92
761.99,27.13,41.76,-5.43,-50.64,16.44,-110.32,440.62,-17.59
762.177,11.34,-60.83,24.17,-48.67,28.28,8.06,553.08,21.87
762.363,78.42,-37.16,-48.83,97.33,-44.72,-13.65,464.3,37.65
762.549,33.05,-25.32,-60.67,36.17,75.63,45.54,507.7,-13.65
762.735,44.88,-15.45,53.76,16.44,-80.23,65.27,456.41,-25.48
762.921,27.13,-39.13,0.49,77.6,51.95,-31.4,497.84,-35.35
763.108,31.07,75.3,32.06,8.55,-48.67,0.16,456.41,-82.7
763.294,29.1,16.11,41.92,-9.21,44.06,15.95,529.4,35.68
763.48,44.88,-21.37,32.06,-80.23,34.2,29.76,432.73,-49.16
763.666,90.26,29.92,-25.15,-70.37,-44.72,8.06,446.54,-15.62
763.852,-8.38,-84.51,47.84,28.28,77.6,31.73,448.51,-51.13
764.038,21.21,20.06,4.44,-42.75,46.04,-31.4,422.87,0.16
764.224,-36.01,14.14,32.06,-15.13,22.36,-15.62,480.08,39.62
764.41,27.13,12.17,28.11,91.41,-3.29,-17.59,462.32,-35.35
764.596,-12.33,-29.27,57.71,-26.96,4.6,-47.19,383.41,-5.75
764.782,96.18,27.95,71.52,14.47,49.98,15.95,478.11,-3.78
764.968,15.29,106.87,6.41,77.6,34.2,23.84,505.73,-80.73
765.154,15.29,-1.64,-50.8,48.01,34.2,15.95,486,33.7
765.34,35.02,59.52,-40.94,-9.21,22.36,17.92,422.87,43.57
765.526,70.53,0.33,32.06,26.31,-9.21,4.11,336.06,-53.1
765.712,-2.47,-74.64,20.22,16.44,4.6,39.62,403.14,-23.51
765.898,108.02,126.6,65.6,12.5,63.79,39.62,401.16,-23.51
766.084,72.51,22.03,-21.21,119.03,16.44,23.84,422.87,-33.38
766.27,42.91,8.22,41.92,55.9,-36.83,-62.97,458.38,43.57
766.455,64.61,10.19,36.01,10.52,144.68,65.27,438.65,21.87
766.641,50.8,-7.56,61.65,16.44,49.98,0.16,448.51,29.76
766.827,38.97,-72.67,63.63,-9.21,-11.18,-66.92,454.43,-61
767.013,13.32,-9.54,0.49,-11.18,71.68,-51.13,430.76,47.51
767.199,-8.38,-80.56,20.22,-3.29,12.5,-55.08,432.73,-90.59
767.384,56.72,67.41,-60.67,38.14,-19.07,35.68,328.16,-47.19
767.57,38.97,14.14,22.2,0.66,87.47,-62.97,359.73,31.73
767.756,52.78,-56.89,39.95,24.33,2.63,-33.38,347.89,-25.48
767.941,35.02,-41.1,28.11,105.22,36.17,6.08,359.73,-21.54
768.127,96.18,10.19,10.36,26.31,-28.94,0.16,395.24,-11.67
768.313,80.4,-11.51,-62.64,40.12,42.09,-96.51,363.68,-5.75
768.498,-2.47,2.3,-21.21,24.33,20.39,102.76,355.79,-76.78
768.684,-0.49,-21.37,39.95,24.33,36.17,-41.27,436.68,-118.21
768.87,-12.33,53.6,-80.4,-1.32,18.41,-96.51,308.44,-25.48
769.055,76.45,-35.18,4.44,105.22,40.12,-39.29,361.7,-78.75
769.241,92.23,-54.91,-23.18,44.06,0.66,-33.38,326.19,25.81
769.426,58.69,83.19,16.28,16.44,26.31,-51.13,294.63,33.7
769.612,25.15,71.35,0.49,-19.07,10.52,2.14,330.14,-1.81
769.798,106.05,22.03,22.2,71.68,111.14,85,345.92,15.95
769.983,78.42,-15.45,34.03,-5.26,-46.69,12,434.7,53.43
770.169,94.21,33.87,-42.91,-28.94,95.36,2.14,318.3,92.89
770.354,94.21,8.22,47.84,24.33,48.01,-80.73,341.98,13.97
770.54,68.56,14.14,110.98,-80.23,44.06,4.11,379.46,-43.24
770.725,58.69,97,49.82,8.55,12.5,-96.51,355.79,17.92
770.91,84.34,41.76,4.44,-24.99,0.66,-45.21,369.6,27.79
771.096,115.91,24,2.47,-9.21,36.17,-31.4,334.08,-59.02
771.281,36.99,-52.94,-50.8,-42.75,63.79,-33.38,428.78,79.08
771.467,23.18,-17.43,43.9,24.33,30.25,6.08,405.11,15.95
771.652,50.8,-3.62,47.84,28.28,22.36,-53.1,207.82,-37.32
771.837,82.37,20.06,-36.99,12.5,79.58,8.06,399.19,15.95
772.023,74.48,-48.99,24.17,28.28,109.17,-27.46,420.89,23.84
772.208,-8.38,8.22,34.03,10.52,20.39,37.65,393.27,-9.7
772.393,108.02,-17.43,-33.05,16.44,22.36,-33.38,357.76,-41.27
772.578,-32.06,-23.35,0.49,73.66,30.25,-15.62,322.25,-13.65
772.764,78.42,27.95,20.22,18.41,-38.8,-31.4,300.54,13.97
772.949,113.94,-25.32,55.74,69.71,-80.23,-1.81,428.78,53.43
773.134,56.72,-76.62,47.84,42.09,42.09,-1.81,257.14,8.06
773.319,-20.22,-41.1,-9.37,36.17,34.2,29.76,341.98,0.16
773.505,72.51,108.84,79.41,69.71,38.14,-66.92,355.79,-33.38
773.69,92.23,8.22,-36.99,-17.1,51.95,-51.13,389.33,-27.46
773.875,54.75,10.19,8.38,-58.53,14.47,-41.27,369.6,31.73
774.06,155.37,63.46,146.49,18.41,67.74,100.78,411.03,37.65
774.245,141.56,-56.89,-21.21,-40.77,12.5,-25.48,393.27,-29.43
774.43,-34.03,-5.59,-15.29,40.12,53.93,13.97,353.81,27.79
774.615,106.05,33.87,20.22,91.41,-13.15,-25.48,318.3,39.62
774.8,131.69,59.52,63.63,10.52,-5.26,57.38,332.11,29.76
774.986,184.96,-41.1,-44.88,38.14,38.14,-21.54,416.95,-39.29
775.171,64.61,-68.72,28.11,40.12,-32.88,-45.21,347.89,49.49
775.356,23.18,-50.97,-15.29,4.6,-13.15,-41.27,229.52,-23.51
775.541,35.02,24,6.41,6.58,-15.13,49.49,306.46,-128.08
775.726,23.18,8.22,83.36,18.41,-90.1,4.11,326.19,12
775.911,86.32,25.98,47.84,0.66,30.25,8.06,399.19,-29.43
776.095,44.88,43.73,49.82,51.95,-56.56,12,302.52,81.05
776.28,60.67,16.11,-35.02,30.25,-11.18,-53.1,306.46,21.87
776.465,141.56,-9.54,49.82,36.17,40.12,-47.19,320.27,12
776.65,44.88,25.98,30.09,53.93,-17.1,-37.32,314.35,0.16
776.835,56.72,-7.56,55.74,-54.58,73.66,31.73,312.38,-13.65
777.02,94.21,-58.86,-7.4,-56.56,30.25,-80.73,444.57,2.14
777.205,62.64,45.71,69.55,55.9,-5.26,15.95,355.79,-7.73
777.39,84.34,53.6,-82.37,46.04,-3.29,8.06,300.54,-19.56
777.574,58.69,-58.86,22.2,63.79,61.82,19.89,276.87,-13.65
777.759,68.56,-33.21,67.57,-26.96,40.12,-51.13,320.27,-25.48
777.944,115.91,-31.24,-15.29,48.01,-28.94,-41.27,290.68,-37.32
778.129,60.67,-5.59,73.49,28.28,130.87,43.57,334.08,10.03
778.314,98.15,18.09,-33.05,-23.02,117.06,-106.37,345.92,59.35
778.498,50.8,-19.4,61.65,-58.53,53.93,-88.62,365.65,6.08
778.683,31.07,-9.54,-25.15,30.25,-54.58,-80.73,245.3,-27.46
778.868,137.61,-41.1,-19.24,36.17,16.44,-29.43,296.6,61.33
779.052,117.88,0.33,28.11,14.47,-40.77,17.92,278.84,-41.27
779.237,66.59,-50.97,-25.15,-50.64,-5.26,-76.78,253.19,-39.29
779.422,106.05,27.95,-56.72,-1.32,53.93,-13.65,286.73,75.14
779.606,72.51,-52.94,26.14,-7.23,63.79,-9.7,239.38,35.68
779.791,46.86,-56.89,-33.05,-60.5,-121.66,-31.4,245.3,-43.24
779.975,72.51,-5.59,22.2,12.5,10.52,-15.62,290.68,-15.62
780.16,102.1,-7.56,49.82,-5.26,48.01,23.84,259.11,-1.81
780.345,224.42,4.27,30.09,-3.29,-9.21,-62.97,211.76,-23.51
780.529,175.1,-94.37,59.68,-19.07,63.79,-80.73,215.71,-90.59
780.714,96.18,-5.59,26.14,-5.26,30.25,31.73,353.81,-31.4
780.898,92.23,67.41,26.14,-24.99,-38.8,43.57,300.54,21.87
781.083,9.37,-33.21,51.79,34.2,-7.23,-39.29,288.71,-51.13
781.267,113.94,31.9,-1.48,-9.21,97.33,12,249.25,17.92
781.452,139.59,10.19,41.92,69.71,0.66,69.22,267,4.11
781.636,108.02,-27.29,63.63,-17.1,-9.21,-19.56,253.19,-53.1
781.82,129.72,4.27,36.01,-11.18,-19.07,-5.75,306.46,67.24
782.005,143.53,-45.05,-36.99,-48.67,16.44,-15.62,265.03,-35.35
