Wavelength,IR,Red,Orange,Yellow,Green,Blue,Pink,UV
544.04,82.37,-17.43,107.03,55.9,11915.22,142.22,20.39,57.38
544.245,64.61,73.33,22.2,30.25,11633.09,144.19,77.6,27.79
544.449,104.07,6.25,130.71,87.47,11449.6,51.46,105.22,19.89
544.653,48.83,102.92,-29.1,101.28,11129.99,77.11,87.47,57.38
544.858,-55.74,49.65,83.36,-26.96,10818.26,67.24,10.52,17.92
545.062,42.91,65.44,22.2,-74.31,11039.23,79.08,67.74,29.76
545.266,36.99,47.68,77.44,12.5,10737.37,118.54,146.65,-39.29
545.471,36.99,10.19,49.82,40.12,10723.56,-25.48,2.63,39.62
545.675,40.94,-5.59,8.38,75.63,10307.27,65.27,38.14,49.49
545.879,-22.2,27.95,-33.05,65.76,10332.92,-21.54,-80.23,96.84
546.083,23.18,-15.45,41.92,-28.94,10617.02,86.97,95.36,83.03
546.288,31.07,-5.59,65.6,65.76,10100.11,55.41,146.65,29.76
546.492,-67.57,20.06,-23.18,55.9,10230.33,65.27,101.28,-1.81
546.696,-41.92,-11.51,39.95,30.25,9987.66,8.06,-38.8,41.6
546.9,44.88,-11.51,89.28,77.6,9810.09,67.24,71.68,41.6
547.105,44.88,89.11,28.11,77.6,9821.93,31.73,65.76,71.19
547.309,13.32,24,8.38,38.14,9638.45,75.14,103.25,39.62
547.513,70.53,16.11,36.01,111.14,9743.01,86.97,28.28,27.79
547.717,23.18,-50.97,16.28,20.39,9721.31,19.89,61.82,2.14
547.921,42.91,35.84,-7.4,16.44,9293.18,100.78,53.93,65.27
548.125,42.91,-7.56,2.47,-42.75,9153.11,-62.97,49.98,-68.89
548.329,-4.44,2.3,32.06,36.17,9115.62,88.95,26.31,53.43
548.533,92.23,-37.16,-21.21,8.55,9034.73,19.89,83.52,-11.67
548.737,1.48,-90.43,-27.13,-60.5,8959.76,65.27,16.44,13.97
548.942,-28.11,27.95,-23.18,119.03,8758.52,-13.65,95.36,21.87
549.146,3.45,-45.05,103.09,109.17,8604.63,-7.73,69.71,65.27
549.35,62.64,43.73,75.46,57.87,8389.58,102.76,61.82,43.57
549.554,58.69,126.6,-3.45,28.28,8348.15,-21.54,138.76,8.06
549.758,13.32,-19.4,97.17,18.41,8231.74,71.19,-1.32,-7.73
549.962,3.45,51.63,32.06,4.6,8340.26,83.03,168.36,-31.4
550.165,106.05,67.41,63.63,95.36,8215.96,90.92,150.6,-57.05
550.369,13.32,-78.59,-72.51,77.6,8294.88,-82.7,48.01,15.95
550.573,35.02,85.17,53.76,-5.26,7957.51,47.51,126.93,69.22
550.777,7.4,-3.62,99.14,14.47,8042.34,106.7,126.93,-1.81
550.981,19.24,91.08,39.95,42.09,7693.13,92.89,97.33,37.65
551.185,-4.44,39.79,83.36,20.39,7568.84,29.76,105.22,4.11
551.389,50.8,49.65,22.2,44.06,7205.82,-5.75,38.14,37.65
551.593,70.53,89.11,-44.88,-17.1,7442.57,83.03,61.82,35.68
551.797,25.15,-31.24,-80.4,40.12,7103.23,41.6,113.11,55.41
552,-12.33,87.14,47.84,53.93,7018.39,-5.75,69.71,75.14
552.204,42.91,-13.48,41.92,57.87,7051.93,120.51,-1.32,-7.73
552.408,-0.49,39.79,93.22,30.25,6795.45,-11.67,83.52,31.73
552.612,-2.47,67.41,-7.4,91.41,7154.52,37.65,-26.96,4.11
552.815,60.67,-5.59,37.98,48.01,6755.99,63.3,61.82,77.11
553.019,94.21,57.54,-19.24,95.36,6625.78,122.49,48.01,59.35
553.223,58.69,55.57,16.28,53.93,6647.48,-19.56,79.58,-25.48
553.427,40.94,2.3,148.46,36.17,6503.45,37.65,134.82,57.38
553.63,31.07,4.27,36.01,53.93,6339.7,112.62,63.79,-3.78
553.834,-16.28,-27.29,37.98,8.55,6246.97,83.03,154.55,63.3
554.038,48.83,39.79,26.14,44.06,6201.59,100.78,124.95,51.46
554.241,15.29,25.98,-42.91,-50.64,6057.57,108.68,144.68,102.76
554.445,-2.47,20.06,73.49,93.39,6164.11,73.16,38.14,-17.59
554.649,33.05,-31.24,18.25,59.85,5974.71,102.76,101.28,43.57
554.852,-45.87,95.03,18.25,12.5,6193.7,-5.75,83.52,17.92
555.056,88.29,6.25,-78.42,85.49,5779.39,88.95,134.82,51.46
555.259,36.99,-19.4,-29.1,46.04,5688.63,69.22,121.01,-21.54
555.463,-8.38,24,0.49,51.95,5603.79,83.03,63.79,43.57
555.666,9.37,41.76,67.57,101.28,5544.61,102.76,119.03,47.51
555.87,-10.36,33.87,4.44,73.66,5522.9,39.62,91.41,73.16
556.073,92.23,57.54,-11.34,28.28,5327.58,43.57,101.28,63.3
556.277,-12.33,-3.62,59.68,99.3,5443.99,-21.54,34.2,61.33
556.48,-6.41,14.14,0.49,-21.04,5134.24,61.33,113.11,86.97
556.684,29.1,-11.51,22.2,75.63,5013.89,47.51,136.79,37.65
556.887,-8.38,-19.4,-17.26,61.82,4867.89,0.16,186.11,41.6
557.091,102.1,-47.02,30.09,113.11,4933,49.49,111.14,41.6
557.294,38.97,20.06,65.6,49.98,4903.4,27.79,192.03,43.57
557.497,-109,-56.89,20.22,30.25,4721.89,29.76,77.6,92.89
557.701,23.18,-23.35,22.2,34.2,4783.05,27.79,77.6,102.76
557.904,21.21,-19.4,-40.94,-11.18,4733.73,15.95,115.09,-9.7
558.107,-53.76,-45.05,-9.37,-9.21,4641,63.3,49.98,65.27
558.311,52.78,-78.59,0.49,77.6,4633.11,85,195.98,43.57
558.514,-14.3,45.71,10.36,95.36,4593.65,69.22,146.65,51.46
558.717,17.26,-29.27,22.2,144.68,4459.49,41.6,79.58,85
558.921,35.02,35.84,-29.1,38.14,4279.95,71.19,166.38,-11.67
559.124,72.51,-3.62,30.09,16.44,4301.66,86.97,113.11,10.03
559.327,31.07,-80.56,-23.18,55.9,4329.28,41.6,99.3,-7.73
559.53,-26.14,61.49,67.57,40.12,4210.9,29.76,162.44,-39.29
559.734,108.02,31.9,30.09,73.66,4033.34,71.19,172.3,83.03
559.937,15.29,12.17,75.46,48.01,4033.34,79.08,172.3,51.46
560.14,80.4,-31.24,26.14,71.68,3954.42,51.46,113.11,53.43
560.343,88.29,57.54,63.63,44.06,4055.04,-47.19,194.01,88.95
560.546,-28.11,45.71,-5.43,48.01,3834.07,-25.48,75.63,69.22
560.75,42.91,41.76,101.11,34.2,3950.47,19.89,174.28,98.81
560.953,29.1,-31.24,2.47,79.58,3697.94,71.19,83.52,23.84
561.156,-14.3,2.3,20.22,87.47,3753.18,25.81,227.55,-11.67
561.359,-34.03,-19.4,-19.24,121.01,3731.48,19.89,178.22,77.11
561.562,38.97,-5.59,0.49,55.9,3656.51,49.49,300.54,15.95
561.765,35.02,27.95,97.17,38.14,3707.8,33.7,176.25,55.41
561.968,7.4,116.73,36.01,87.47,3530.24,47.51,276.87,77.11
562.171,33.05,27.95,-9.37,-30.91,3431.59,-7.73,194.01,47.51
562.374,82.37,20.06,-13.32,164.41,3411.86,-92.56,280.81,47.51
562.577,80.4,16.11,59.68,63.79,3374.38,63.3,180.19,-41.27
562.78,-67.57,-43.08,39.95,130.87,3344.78,98.81,294.63,-1.81
562.983,36.99,-1.64,65.6,122.98,3449.35,31.73,215.71,79.08
563.186,25.15,-3.62,116.9,75.63,3273.76,-3.78,205.84,61.33
563.389,-0.49,-23.35,28.11,32.22,3153.41,-15.62,225.57,17.92
563.592,-37.98,-1.64,105.06,87.47,3265.87,-23.51,194.01,4.11
563.795,38.97,-62.81,0.49,73.66,3048.84,-25.48,211.76,59.35
563.998,-0.49,6.25,55.74,6.58,3133.68,63.3,203.87,61.33
564.201,60.67,8.22,53.76,144.68,2981.76,21.87,251.22,83.03
564.403,40.94,-9.54,57.71,119.03,3033.06,35.68,292.65,92.89
564.606,-73.49,-29.27,-15.29,32.22,2867.33,43.57,209.79,-27.46
564.809,-10.36,61.49,24.17,85.49,2833.79,156.03,253.19,19.89
565.012,21.21,-1.64,24.17,103.25,2794.33,0.16,158.49,8.06
565.215,-12.33,61.49,26.14,81.55,2780.52,21.87,221.63,15.95
565.417,29.1,53.6,-27.13,36.17,2632.55,6.08,270.95,-62.97
565.62,-28.11,0.33,47.84,119.03,2679.9,88.95,292.65,47.51
565.823,-55.74,89.11,146.49,111.14,2679.9,85,235.44,15.95
566.026,106.05,45.71,75.46,111.14,2636.5,75.14,298.57,-13.65
566.228,-28.11,-45.05,63.63,61.82,2553.64,37.65,290.68,13.97
566.431,19.24,-1.64,45.87,105.22,2591.12,81.05,251.22,25.81
566.634,46.86,-92.4,32.06,87.47,2535.88,43.57,338.03,25.81
566.837,80.4,12.17,61.65,103.25,2638.47,77.11,280.81,17.92
567.039,31.07,-5.59,85.33,87.47,2502.34,85,336.06,96.84
567.242,50.8,43.73,55.74,83.52,2524.04,41.6,272.92,83.03
567.444,-16.28,29.92,6.41,128.9,2340.56,75.14,296.6,25.81
567.647,-6.41,-86.48,67.57,67.74,2522.07,2.14,336.06,-5.75
567.85,-18.25,87.14,34.03,178.22,2443.15,25.81,304.49,77.11
568.052,-10.36,91.08,-40.94,194.01,2336.61,37.65,328.16,13.97
568.255,-39.95,8.22,71.52,61.82,2370.15,-27.46,288.71,8.06
568.457,17.26,10.19,65.6,61.82,2393.83,45.54,276.87,53.43
568.66,21.21,-5.59,81.38,136.79,2247.83,47.51,253.19,-68.89
568.862,15.29,144.35,28.11,113.11,2145.24,43.57,391.3,31.73
569.065,11.34,31.9,14.3,124.95,2285.32,-29.43,387.35,94.87
569.267,56.72,-21.37,79.41,122.98,2194.56,29.76,312.38,-5.75
569.47,44.88,43.73,67.57,197.95,2143.27,-53.1,365.65,67.24
569.672,7.4,55.57,51.79,144.68,2082.1,90.92,314.35,21.87
569.875,-6.41,35.84,81.38,152.57,2030.81,61.33,284.76,6.08
570.077,-32.06,41.76,69.55,142.71,2070.27,59.35,413,17.92
570.28,76.45,8.22,110.98,144.68,1886.78,-9.7,438.65,65.27
570.482,7.4,-27.29,69.55,99.3,1991.35,-3.78,353.81,31.73
570.684,9.37,-33.21,14.3,180.19,1916.38,2.14,383.41,90.92
570.887,44.88,118.7,83.36,192.03,1902.57,49.49,389.33,8.06
571.089,29.1,24,144.52,119.03,1898.62,-57.05,491.92,25.81
571.291,-4.44,73.33,16.28,180.19,1878.89,-25.48,387.35,-25.48
571.494,21.21,-7.56,77.44,192.03,1780.25,81.05,466.27,-37.32
571.696,52.78,25.98,69.55,162.44,1786.16,-31.4,395.24,67.24
571.898,70.53,61.49,69.55,239.38,1839.43,-74.81,444.57,41.6
572.101,-8.38,14.14,114.92,225.57,1754.6,-5.75,491.92,88.95
572.303,62.64,16.11,107.03,292.65,1780.25,45.54,452.46,94.87
572.505,42.91,61.49,101.11,203.87,1746.71,122.49,468.24,-80.73
572.707,86.32,20.06,41.92,255.17,1673.71,158,491.92,55.41
572.909,76.45,-1.64,172.14,207.82,1657.92,25.81,448.51,17.92
573.112,25.15,25.98,144.52,259.11,1768.41,55.41,511.65,-49.16
573.314,-53.76,61.49,73.49,178.22,1652,69.22,499.81,96.84
573.516,27.13,69.38,136.63,253.19,1642.14,104.73,594.51,-11.67
573.718,-2.47,4.27,59.68,188.09,1602.68,8.06,511.65,-37.32
573.92,11.34,2.3,30.09,113.11,1527.71,-31.4,438.65,-64.94
574.122,-26.14,12.17,59.68,201.9,1669.76,-39.29,533.35,43.57
574.324,9.37,97,99.14,243.33,1543.49,-9.7,582.67,53.43
574.526,35.02,41.76,138.6,332.11,1476.41,79.08,705,51.46
574.729,98.15,59.52,120.84,197.95,1523.76,51.46,513.62,21.87
574.931,23.18,4.27,65.6,314.35,1411.31,-19.56,580.7,-27.46
575.133,109.99,24,132.68,259.11,1399.47,-23.51,580.7,67.24
575.335,17.26,-50.97,112.95,284.76,1513.9,17.92,454.43,-78.75
575.537,19.24,31.9,89.28,209.79,1413.28,-27.46,677.37,-15.62
575.739,-4.44,-7.56,142.54,276.87,1476.41,33.7,677.37,71.19
575.941,88.29,27.95,193.84,276.87,1367.9,-1.81,568.86,39.62
576.142,56.72,69.38,136.63,272.92,1373.82,-23.51,616.21,75.14
576.344,5.43,0.33,134.65,351.84,1379.74,-27.46,592.54,21.87
576.546,74.48,41.76,122.82,259.11,1350.15,45.54,600.43,33.7
576.748,58.69,29.92,154.38,336.06,1279.12,55.41,695.13,-9.7
576.95,-18.25,20.06,148.46,375.52,1298.85,6.08,744.45,171.81
577.152,-69.55,-9.54,150.44,322.25,1204.15,35.68,705,-15.62
577.354,42.91,49.65,154.38,357.76,1273.2,-13.65,669.48,31.73
577.556,3.45,8.22,128.73,261.09,1164.69,-13.65,693.16,25.81
577.758,54.75,69.38,195.81,338.03,1180.47,39.62,744.45,79.08
577.959,38.97,59.52,176.08,365.65,1095.64,-72.83,677.37,-11.67
578.161,36.99,73.33,253.03,332.11,1300.82,92.89,689.21,6.08
578.363,-4.44,-31.24,239.22,416.95,1160.74,-23.51,785.89,29.76
578.565,70.53,6.25,205.68,430.76,1178.5,27.79,777.99,17.92
578.766,-18.25,33.87,132.68,371.57,1060.12,150.11,720.78,29.76
578.968,-61.65,51.63,249.08,413,1115.37,6.08,801.67,47.51
579.17,23.18,106.87,189.9,509.68,1012.77,2.14,740.51,55.41
579.372,-47.84,81.22,213.57,426.81,1006.85,-27.46,766.16,-31.4
579.573,5.43,-1.64,241.19,503.76,1069.99,45.54,904.26,-45.21
579.775,35.02,59.52,195.81,474.16,1097.61,31.73,898.34,90.92
579.977,52.78,24,298.41,468.24,1066.04,85,884.53,-9.7
580.178,108.02,20.06,253.03,440.62,975.29,51.46,750.37,-25.48
580.38,-6.41,75.3,229.35,505.73,1083.8,25.81,937.8,33.7
580.581,58.69,65.44,148.46,553.08,1040.39,96.84,912.15,69.22
580.783,7.4,27.95,211.6,517.57,963.45,39.62,817.45,43.57
580.985,-20.22,18.09,195.81,535.32,880.59,-9.7,894.4,39.62
581.186,50.8,35.84,268.81,568.86,945.69,29.76,894.4,47.51
581.388,111.96,-7.56,229.35,616.21,864.8,-3.78,900.32,49.49
581.589,50.8,31.9,112.95,505.73,839.16,12,955.56,31.73
581.791,17.26,118.7,235.27,574.78,998.96,12,856.91,19.89
581.992,38.97,-39.13,247.11,588.59,827.32,2.14,906.24,61.33
582.194,-24.17,138.43,339.84,632,906.24,73.16,783.91,-5.75
582.395,68.56,41.76,292.49,647.78,886.51,-29.43,989.1,6.08
582.597,31.07,-48.99,154.38,647.78,793.78,-29.43,977.26,37.65
582.798,44.88,112.79,239.22,726.7,823.37,61.33,904.26,-11.67
582.999,40.94,45.71,256.97,693.16,791.8,43.57,963.45,59.35
583.201,9.37,75.3,308.27,521.51,847.05,-23.51,981.21,73.16
583.402,27.13,87.14,268.81,754.32,793.78,71.19,1004.88,27.79
583.604,48.83,37.81,306.3,639.89,858.88,0.16,1002.91,31.73
583.805,35.02,51.63,158.33,726.7,845.07,65.27,1018.69,19.89
584.006,29.1,29.92,306.3,714.86,718.81,-25.48,1123.26,-15.62
584.208,-81.38,35.84,363.51,833.24,809.56,-11.67,1052.23,45.54
584.409,-4.44,14.14,300.38,831.26,697.1,27.79,1083.8,-3.78
584.61,17.26,69.38,318.14,837.18,811.53,51.46,1119.31,-49.16
584.811,50.8,43.73,426.65,781.94,777.99,75.14,1044.34,51.46
585.013,-39.95,53.6,385.22,823.37,663.56,10.03,1064.07,25.81
585.214,35.02,83.19,363.51,910.18,744.45,25.81,1119.31,110.65
585.415,-75.46,104.89,426.65,945.69,742.48,-37.32,1229.8,63.3
585.616,-22.2,49.65,395.08,892.42,708.94,25.81,1196.26,43.57
585.818,38.97,126.6,442.43,935.83,594.51,49.49,1032.5,67.24
586.019,-30.09,93.06,373.38,1016.72,703.02,43.57,1089.72,-21.54
586.22,-12.33,142.38,363.51,1071.96,683.29,83.03,1298.85,69.22
586.421,-0.49,91.08,414.81,959.5,635.94,110.65,1188.36,-17.59
586.622,13.32,102.92,517.4,1050.26,594.51,47.51,1271.23,23.84
586.823,60.67,37.81,521.35,1071.96,639.89,-31.4,1322.52,-62.97
587.024,17.26,81.22,545.02,1085.77,628.05,-25.48,1320.55,17.92
587.225,11.34,49.65,406.92,1168.64,594.51,88.95,1283.07,98.81
587.427,21.21,87.14,539.1,1150.88,693.16,142.22,1294.9,-7.73
587.628,23.18,37.81,507.54,1208.09,553.08,12,1237.69,21.87
587.829,70.53,156.19,422.7,1227.82,600.43,39.62,1346.2,65.27
588.03,-69.55,75.3,462.16,1214.01,515.59,-37.32,1304.77,92.89
588.231,58.69,225.24,448.35,1200.2,557.03,35.68,1342.25,114.59
588.432,-39.95,81.22,379.3,1334.36,602.4,63.3,1288.98,45.54
588.633,92.23,116.73,434.54,1409.33,525.46,-116.24,1310.69,43.57
588.834,56.72,156.19,495.7,1273.2,501.78,8.06,1287.01,2.14
589.034,60.67,114.76,507.54,1330.42,521.51,-27.46,1458.66,-19.56
589.235,54.75,83.19,448.35,1322.52,464.3,108.68,1367.9,23.84
589.436,-10.36,67.41,474,1334.36,470.22,86.97,1482.33,51.46
589.637,27.13,132.52,509.51,1391.58,555.05,-31.4,1454.71,75.14
589.838,-14.3,73.33,472.02,1332.39,476.14,55.41,1442.87,53.43
590.039,23.18,95.03,481.89,1446.82,513.62,13.97,1468.52,35.68
590.24,60.67,166.06,495.7,1379.74,432.73,6.08,1588.87,29.76
590.441,3.45,110.81,470.05,1373.82,440.62,0.16,1527.71,23.84
590.641,-20.22,116.73,511.48,1474.44,486,55.41,1588.87,-23.51
590.842,-37.98,205.51,570.67,1436.95,489.95,-59.02,1571.11,31.73
591.043,-49.82,112.79,568.7,1482.33,430.76,41.6,1462.6,0.16
591.244,38.97,89.11,582.51,1460.63,428.78,73.16,1541.52,83.03
591.445,-55.74,128.57,602.24,1397.5,409.06,-62.97,1433.01,37.65
591.645,78.42,116.73,621.97,1460.63,393.27,67.24,1537.57,-1.81
591.846,25.15,168.03,651.56,1452.74,560.97,29.76,1632.28,96.84
592.047,7.4,102.92,635.78,1440.9,436.68,27.79,1648.06,53.43
592.247,-26.14,134.49,716.67,1409.33,486,19.89,1620.44,27.79
592.448,-41.92,166.06,639.72,1444.85,302.52,67.24,1571.11,-19.56
592.649,44.88,100.95,704.83,1421.17,405.11,-33.38,1661.87,31.73
592.849,48.83,63.46,681.16,1354.09,399.19,37.65,1606.63,29.76
593.05,-34.03,93.06,823.21,1288.98,434.7,-25.48,1689.49,47.51
593.251,-59.68,140.41,756.13,1312.66,377.49,17.92,1746.71,12
593.451,-4.44,73.33,754.15,1322.52,430.76,25.81,1829.57,47.51
593.652,98.15,132.52,837.02,1287.01,407.08,2.14,1689.49,13.97
593.852,52.78,156.19,679.18,1281.09,393.27,21.87,1780.25,67.24
594.053,-63.63,156.19,781.78,1237.69,454.43,-53.1,1703.3,73.16
594.253,62.64,89.11,779.8,1257.42,413,39.62,1837.46,43.57
594.454,-28.11,181.84,803.48,1186.39,365.65,126.43,1756.57,-45.21
594.654,-0.49,199.6,904.1,1180.47,334.08,47.51,1707.25,31.73
594.855,-4.44,227.22,848.86,1087.75,318.3,13.97,1815.76,-43.24
595.055,36.99,183.81,789.67,1109.45,381.43,55.41,1815.76,29.76
595.256,-2.47,225.24,846.88,1024.61,379.46,-43.24,1807.87,12
595.456,7.4,211.43,933.69,953.59,407.08,51.46,1890.73,25.81
595.657,29.1,252.86,692.99,945.69,371.57,-35.35,1936.11,21.87
595.857,-16.28,211.43,882.4,916.1,418.92,57.38,1979.51,-11.67
596.057,3.45,229.19,813.34,858.88,336.06,-31.4,2011.08,19.89
596.258,-0.49,241.03,848.86,876.64,375.52,73.16,1916.38,19.89
596.458,-14.3,227.22,797.56,785.89,373.54,-13.65,2068.29,-13.65
596.658,-12.33,183.81,700.89,856.91,288.71,6.08,1884.81,79.08
596.859,36.99,140.41,791.64,805.62,343.95,51.46,1930.19,-11.67
597.059,-43.9,223.27,687.07,793.78,345.92,19.89,1965.7,-11.67
597.259,-18.25,233.14,799.53,671.46,330.14,19.89,2001.21,63.3
597.46,48.83,239.05,809.4,752.35,296.6,83.03,2070.27,45.54
597.66,70.53,256.81,681.16,673.43,294.63,-108.35,2056.46,-88.62
597.86,-36.01,306.13,884.37,703.02,361.7,-5.75,2194.56,35.68
598.06,-47.84,162.11,888.31,720.78,302.52,25.81,2157.08,-59.02
598.261,46.86,185.78,852.8,671.46,235.44,25.81,2245.86,49.49
598.461,-18.25,308.11,902.12,657.65,290.68,-33.38,2141.29,8.06
598.661,68.56,158.16,908.04,705,253.19,35.68,2182.72,63.3
598.861,109.99,270.62,971.18,679.35,326.19,47.51,2330.69,59.35
599.061,-22.2,260.76,925.8,594.51,284.76,98.81,2200.48,15.95
599.261,29.1,221.3,1038.26,612.27,338.03,47.51,2198.51,-61
599.462,7.4,235.11,1144.8,630.02,361.7,29.76,2042.65,77.11
599.662,11.34,310.08,1042.2,539.27,288.71,-21.54,2178.78,85
599.862,13.32,264.7,1129.01,616.21,261.09,12,2192.59,12
600.062,64.61,337.7,1105.34,547.16,257.14,-5.75,2155.1,10.03
600.262,27.13,337.7,1241.47,590.57,274.9,31.73,2348.45,2.14
600.462,29.1,294.3,1172.42,576.75,243.33,-13.65,2312.94,35.68
600.662,90.26,394.92,1267.12,535.32,310.41,8.06,2381.99,15.95
600.862,-8.38,288.38,1263.17,549.13,217.68,-49.16,2340.56,75.14
601.062,64.61,329.81,1334.2,578.73,290.68,47.51,2212.32,92.89
601.262,90.26,250.89,1342.09,489.95,227.55,47.51,2399.75,-29.43
601.462,82.37,442.27,1403.25,553.08,270.95,79.08,2314.91,19.89
601.662,62.64,365.32,1462.44,525.46,201.9,51.46,2526.02,-68.89
601.862,29.1,458.05,1563.06,499.81,211.76,-1.81,2324.78,118.54
602.062,5.43,396.89,1401.28,432.73,326.19,-15.62,2366.21,-39.29
602.261,31.07,416.62,1424.95,474.16,219.65,-39.29,2445.12,-57.05
602.461,-8.38,546.83,1561.09,505.73,174.28,8.06,2496.42,15.95
602.661,33.05,469.89,1401.28,405.11,263.06,6.08,2488.53,21.87
602.861,102.1,515.26,1574.9,436.68,219.65,-37.32,2407.64,-41.27
603.061,42.91,521.18,1604.49,418.92,201.9,23.84,2600.99,77.11
603.261,33.05,562.62,1490.06,418.92,270.95,43.57,2443.15,51.46
603.46,-57.71,540.91,1608.44,411.03,292.65,59.35,2437.23,-45.21
603.66,-22.2,556.7,1501.9,416.95,268.98,-13.65,2583.23,23.84
603.86,17.26,552.75,1505.84,393.27,168.36,-7.73,2508.26,39.62
604.06,58.69,542.89,1511.76,340,231.49,47.51,2624.66,-35.35
604.259,-77.44,584.32,1572.92,407.08,284.76,2.14,2597.04,-27.46
604.459,-47.84,580.37,1687.35,375.52,201.9,33.7,2656.23,13.97
604.659,40.94,560.64,1693.27,359.73,257.14,35.68,2500.37,6.08
604.859,-6.41,602.07,1509.79,395.24,205.84,-78.75,2719.36,-5.75
605.058,3.45,531.05,1691.3,320.27,134.82,59.35,2585.2,47.51
605.258,36.99,621.8,1488.09,326.19,194.01,-39.29,2677.93,-19.56
605.458,5.43,623.78,1809.68,357.76,188.09,-3.78,2707.53,-23.51
605.657,-77.44,657.32,1746.54,274.9,144.68,-64.94,2774.61,15.95
605.857,36.99,718.48,1807.7,336.06,166.38,102.76,2656.23,65.27
606.056,-8.38,600.1,1874.78,227.55,194.01,81.05,2825.9,13.97
606.256,38.97,594.18,1947.78,263.06,180.19,0.16,2816.04,31.73
606.455,-24.17,661.26,1914.24,298.57,180.19,-49.16,2721.34,21.87
606.655,-22.2,592.21,2131.26,217.68,122.98,73.16,2743.04,61.33
606.855,19.24,669.15,2186.51,302.52,197.95,23.84,2853.52,17.92
607.054,-2.47,752.02,2310.8,249.25,203.87,8.06,2800.25,35.68
607.254,17.26,757.94,2287.13,160.47,188.09,43.57,2869.31,-13.65
607.453,108.02,795.42,2488.36,213.73,263.06,45.54,2829.85,59.35
607.653,-45.87,759.91,2482.45,199.92,227.55,-19.56,2837.74,55.41
607.852,35.02,870.39,2419.31,215.71,205.84,55.41,2861.41,92.89
608.051,74.48,899.99,2697.5,195.98,215.71,98.81,2900.87,83.03
608.251,17.26,1000.61,2792.2,172.3,203.87,17.92,2991.63,53.43
608.45,38.97,976.93,2790.22,158.49,249.25,33.7,2975.84,4.11
608.65,17.26,931.55,2902.68,168.36,148.63,100.78,3070.55,69.22
608.849,7.4,1128.85,3005.27,223.6,237.41,19.89,3070.55,4.11
609.048,58.69,1162.39,3178.89,162.44,158.49,49.49,2952.17,0.16
609.248,-6.41,1182.12,3202.57,115.09,156.52,59.35,3131.71,-27.46
609.447,29.1,1257.09,3277.54,119.03,97.33,23.84,3206.68,19.89
609.646,-18.25,1083.47,3391.97,61.82,61.82,-53.1,3179.06,-7.73
609.846,13.32,1197.9,3526.13,65.76,166.38,152.08,3092.25,-15.62
610.045,11.34,1203.82,3723.42,168.36,138.76,4.11,3025.17,-13.65
610.244,48.83,1288.66,3553.75,156.52,223.6,-1.81,3035.03,43.57
610.443,-4.44,1180.14,3678.05,146.65,146.65,94.87,3167.22,75.14
610.643,117.88,1227.49,3727.37,130.87,113.11,23.84,3141.57,-37.32
610.842,19.24,1241.31,3608.99,199.92,111.14,23.84,3086.33,37.65
611.041,23.18,1274.85,3806.29,184.14,156.52,45.54,3265.87,-13.65
611.24,-18.25,1223.55,3685.94,103.25,174.28,-17.59,3141.57,39.62
611.439,58.69,1270.9,3792.48,263.06,124.95,55.41,3119.87,31.73
611.638,25.15,1251.17,3662.26,69.71,115.09,-62.97,3167.22,45.54
611.838,31.07,1330.09,3539.94,121.01,83.52,-15.62,3427.65,27.79
612.037,36.99,1330.09,3674.1,53.93,109.17,49.49,3252.06,77.11
612.236,74.48,1410.98,3579.4,134.82,190.06,17.92,3198.79,-1.81
612.435,-16.28,1383.36,3537.97,69.71,164.41,-11.67,3364.51,33.7
612.634,64.61,1436.63,3453.13,59.85,140.74,94.87,3281.65,27.79
612.833,21.21,1531.33,3597.15,113.11,152.57,12,3368.46,8.06
613.032,-36.01,1424.79,3447.21,28.28,136.79,-74.81,3368.46,63.3
613.231,38.97,1533.3,3289.38,83.52,134.82,39.62,3380.3,39.62
613.43,100.13,1626.03,3271.62,36.17,97.33,-9.7,3482.89,21.87
613.629,-45.87,1549.08,3036.84,101.28,53.93,-51.13,3248.11,-15.62
613.828,27.13,1679.3,3143.38,49.98,130.87,-29.43,3402,2.14
614.027,62.64,1677.32,3147.33,81.55,111.14,37.65,3453.29,-45.21
614.226,108.02,1890.4,3052.62,53.93,95.36,-15.62,3490.78,-17.59
614.425,86.32,1983.13,2977.65,168.36,150.6,17.92,3427.65,-19.56
614.624,36.99,2000.89,2985.54,87.47,121.01,17.92,3402,-1.81
614.822,7.4,2050.21,2904.65,46.04,136.79,-35.35,3384.24,-49.16
615.021,13.32,2048.24,2701.44,85.49,158.49,-29.43,3346.76,2.14
615.22,-20.22,2206.07,2634.36,75.63,130.87,23.84,3447.38,94.87
615.419,84.34,2403.36,2529.8,77.6,115.09,-7.73,3549.97,-3.78
615.618,-28.11,2446.77,2529.8,59.85,178.22,-23.51,3506.56,0.16
615.817,1.48,2555.28,2470.61,79.58,103.25,-25.48,3551.94,43.57
616.015,15.29,2608.55,2348.29,44.06,107.2,55.41,3478.94,-25.48
616.214,35.02,2636.17,2149.02,113.11,97.33,15.95,3323.08,29.76
616.413,-0.49,2573.04,2089.83,67.74,109.17,-3.78,3638.75,-11.67
616.612,27.13,2681.55,2022.75,109.17,81.55,43.57,3601.27,25.81
616.81,1.48,2827.55,1815.59,-3.29,91.41,25.81,3585.48,-11.67
617.009,-18.25,2841.36,1837.3,26.31,85.49,43.57,3532.21,-23.51
